PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28366477","Biologic Therapies for Autoimmune and Connective Tissue Diseases","Wolfe RM, Ang DC.","Immunol Allergy Clin North Am. 2017 May;37(2):283-299. doi: 10.1016/j.iac.2017.01.005. Epub 2017 Mar 1.","Wolfe RM","Immunol Allergy Clin North Am","2017","2017/04/04","","","10.1016/j.iac.2017.01.005"
"23466502","Altered neuroendocrine status at the onset of CNS lupus-like disease","Loheswaran G, Kapadia M, Gladman M, Pulapaka S, Xu L, Stanojcic M, Sakic B.","Brain Behav Immun. 2013 Aug;32:86-93. doi: 10.1016/j.bbi.2013.02.006. Epub 2013 Mar 4.","Loheswaran G","Brain Behav Immun","2013","2013/03/08","","","10.1016/j.bbi.2013.02.006"
"25690094","Fish oil N-3 fatty acids increase adiponectin and decrease leptin levels in patients with systemic lupus erythematosus","Lozovoy MA, Simão AN, Morimoto HK, Scavuzzi BM, Iriyoda TV, Reiche EM, Cecchini R, Dichi I.","Mar Drugs. 2015 Feb 16;13(2):1071-83. doi: 10.3390/md13021071.","Lozovoy MA","Mar Drugs","2015","2015/02/19","PMC4344620","","10.3390/md13021071"
"23445195","Fueling autoimmunity: type I interferon in autoimmune diseases","Di Domizio J, Cao W.","Expert Rev Clin Immunol. 2013 Mar;9(3):201-10. doi: 10.1586/eci.12.106.","Di Domizio J","Expert Rev Clin Immunol","2013","2013/03/01","PMC3873736","NIHMS535733","10.1586/eci.12.106"
"29185285","Posterior Reversible Encephalopathy Syndrome (PRES) Associated with Thrombotic Thrombocytopenic Purpura in a Systemic Lupus Erythematosus Patient","Szamosi S, Bodnár N, Brugós B, Hortobágyi T, Méhes G, Szabó Z, Végh E, Horváth Á, Szekanecz Z, Szűcs A, Szűcs G.","Isr Med Assoc J. 2017 Nov;19(11):700-702.","Szamosi S","Isr Med Assoc J","2017","2017/11/30","","",""
"24491820","Autoimmunity: from black water fever to regulatory function","Chang C.","J Autoimmun. 2014 Feb-Mar;48-49:1-9. doi: 10.1016/j.jaut.2013.12.019. Epub 2014 Feb 1.","Chang C","J Autoimmun","2014","2014/02/05","","","10.1016/j.jaut.2013.12.019"
"26941000","Predictors of health-related quality of life in patients with systemic lupus erythematosus associated pulmonary arterial hypertension","Wang H, Guo X, Lai J, Wang Q, Tian Z, Liu Y, Li M, Zhao J, Zeng X, Fang Q.","Clin Exp Rheumatol. 2016 Mar-Apr;34(2):291-5. Epub 2016 Mar 3.","Wang H","Clin Exp Rheumatol","2016","2016/03/05","","",""
"22461897","Neurocognitive dysfunction in systemic lupus erythematosus: association with antiphospholipid antibodies, disease activity and chronic damage","Conti F, Alessandri C, Perricone C, Scrivo R, Rezai S, Ceccarelli F, Spinelli FR, Ortona E, Marianetti M, Mina C, Valesini G.","PLoS One. 2012;7(3):e33824. doi: 10.1371/journal.pone.0033824. Epub 2012 Mar 26.","Conti F","PLoS One","2012","2012/03/31","PMC3312889","","10.1371/journal.pone.0033824"
"21989254","Evaluating fatigue in lupus-prone mice: preliminary assessments","Meeks A, Larson SJ.","Pharmacol Biochem Behav. 2012 Jan;100(3):392-7. doi: 10.1016/j.pbb.2011.09.013. Epub 2011 Oct 1.","Meeks A","Pharmacol Biochem Behav","2012","2011/10/13","","","10.1016/j.pbb.2011.09.013"
"26729969","Hydroxychloroquine-induced acute generalized exanthematous pustulosis with positive patch-testing","Charfi O, Kastalli S, Sahnoun R, Lakhoua G.","Indian J Pharmacol. 2015 Nov-Dec;47(6):693-4. doi: 10.4103/0253-7613.169589.","Charfi O","Indian J Pharmacol","2015","2016/01/06","PMC4689031","","10.4103/0253-7613.169589"
"28240602","B cells expressing the transcription factor T-bet drive lupus-like autoimmunity","Rubtsova K, Rubtsov AV, Thurman JM, Mennona JM, Kappler JW, Marrack P.","J Clin Invest. 2017 Apr 3;127(4):1392-1404. doi: 10.1172/JCI91250. Epub 2017 Feb 27.","Rubtsova K","J Clin Invest","2017","2017/02/28","PMC5373868","","10.1172/JCI91250"
"26912605","Coronary microvascular dysfunction in chronic inflammatory rheumatoid diseases","Faccini A, Kaski JC, Camici PG.","Eur Heart J. 2016 Jun 14;37(23):1799-806. doi: 10.1093/eurheartj/ehw018. Epub 2016 Feb 23.","Faccini A","Eur Heart J","2016","2016/02/26","","","10.1093/eurheartj/ehw018"
"28799839","Renal outcome after kidney-transplantation in Korean patients with lupus nephritis","Park ES, Ahn SS, Jung SM, Song JJ, Park YB, Lee SW.","Lupus. 2018 Mar;27(3):461-467. doi: 10.1177/0961203317725591. Epub 2017 Aug 11.","Park ES","Lupus","2018","2017/08/12","","","10.1177/0961203317725591"
"23155672","Ocular manifestations of systemic inflammatory diseases","Mohsenin A, Huang JJ.","Conn Med. 2012 Oct;76(9):533-44.","Mohsenin A","Conn Med","2012","2012/11/20","","",""
"31220315","Increased expression of Fas on group 2 and 3 innate lymphoid cells is associated with an interferon signature in systemic lupus erythematosus and Sjögren's syndrome","Blokland SLM, van den Hoogen LL, Leijten EFA, Hartgring SAY, Fritsch R, Kruize AA, van Roon JAG, Radstake TRDJ.","Rheumatology (Oxford). 2019 Oct 1;58(10):1740-1745. doi: 10.1093/rheumatology/kez116.","Blokland SLM","Rheumatology (Oxford)","2019","2019/06/21","","","10.1093/rheumatology/kez116"
"30515736","How do lupus glomerulonephritis and its treatment affect the renal reserve?","Martinez-Bayona A, Musso CG, de la Hoz L, Tolosa RG, Torres HG, Martinez GA.","Int Urol Nephrol. 2019 Feb;51(2):369-370. doi: 10.1007/s11255-018-2042-3. Epub 2018 Dec 4.","Martinez-Bayona A","Int Urol Nephrol","2019","2018/12/06","","","10.1007/s11255-018-2042-3"
"26385217","Polyreactive antibodies in the circulation of patients with systemic lupus erythematosus","Gunti S, Kampylafka EI, Tzioufas AG, Notkins AL.","Lupus. 2015 Dec;24(14):1567-9. doi: 10.1177/0961203315603144. Epub 2015 Sep 18.","Gunti S","Lupus","2015","2015/09/20","PMC4651727","NIHMS714506","10.1177/0961203315603144"
"26680549","Evaluation of torsion and twist mechanics of the left ventricle in patients with systemic lupus erythematosus","Bulut M, Acar RD, Acar Ş, Fidan S, Yesin M, İzci S, Efe SC, Çakır H.","Anatol J Cardiol. 2016 Jun;16(6):434-9. doi: 10.5152/AnatolJCardiol.2015.6324. Epub 2015 Jul 20.","Bulut M","Anatol J Cardiol","2016","2015/12/19","PMC5331377","","10.5152/AnatolJCardiol.2015.6324"
"31391335","High-dimensional analysis reveals a pathogenic role of inflammatory monocytes in experimental diffuse alveolar hemorrhage","Lee PY, Nelson-Maney N, Huang Y, Levescot A, Wang Q, Wei K, Cunin P, Li Y, Lederer JA, Zhuang H, Han S, Kim EY, Reeves WH, Nigrovic PA.","JCI Insight. 2019 Aug 8;4(15):e129703. doi: 10.1172/jci.insight.129703. eCollection 2019 Aug 8.","Lee PY","JCI Insight","2019","2019/08/09","PMC6693829","","10.1172/jci.insight.129703"
"26568591","Optimal Monitoring For Coronary Heart Disease Risk in Patients with Systemic Lupus Erythematosus: A Systematic Review","Tselios K, Sheane BJ, Gladman DD, Urowitz MB.","J Rheumatol. 2016 Jan;43(1):54-65. doi: 10.3899/jrheum.150460. Epub 2015 Nov 15.","Tselios K","J Rheumatol","2016","2015/11/17","","","10.3899/jrheum.150460"
"25196784","Human neutrophil peptide 1-3, a component of the neutrophil extracellular trap, as a potential biomarker of lupus nephritis","Cheng FJ, Zhou XJ, Zhao YF, Zhao MH, Zhang H.","Int J Rheum Dis. 2015 Jun;18(5):533-40. doi: 10.1111/1756-185X.12433. Epub 2014 Sep 8.","Cheng FJ","Int J Rheum Dis","2015","2014/09/09","","","10.1111/1756-185X.12433"
"22660806","Seasonal variation in the activity of systemic lupus erythematosus","Duarte-García A, Fang H, To CH, Magder LS, Petri M.","J Rheumatol. 2012 Jul;39(7):1392-8. doi: 10.3899/jrheum.111196. Epub 2012 Jun 1.","Duarte-García A","J Rheumatol","2012","2012/06/05","PMC3597113","NIHMS450963","10.3899/jrheum.111196"
"26897255","Altered functional neuronal activity in neuropsychiatric lupus: A systematic review of the fMRI investigations","Mikdashi JA.","Semin Arthritis Rheum. 2016 Feb;45(4):455-62. doi: 10.1016/j.semarthrit.2015.08.002. Epub 2015 Aug 14.","Mikdashi JA","Semin Arthritis Rheum","2016","2016/02/22","","","10.1016/j.semarthrit.2015.08.002"
"22004972","Fatigue, muscle strength and vitamin D status in women with systemic lupus erythematosus compared with healthy controls","Stockton KA, Kandiah DA, Paratz JD, Bennell KL.","Lupus. 2012 Mar;21(3):271-8. doi: 10.1177/0961203311425530. Epub 2011 Oct 17.","Stockton KA","Lupus","2012","2011/10/19","","","10.1177/0961203311425530"
"30806140","Cell lineage-specific genome-wide DNA methylation analysis of patients with paediatric-onset systemic lupus erythematosus","Yeung KS, Lee TL, Mok MY, Mak CCY, Yang W, Chong PCY, Lee PPW, Ho MHK, Choufani S, Lau CS, Lau YL, Weksberg R, Chung BHY.","Epigenetics. 2019 Apr;14(4):341-351. doi: 10.1080/15592294.2019.1585176. Epub 2019 Mar 16.","Yeung KS","Epigenetics","2019","2019/02/27","PMC6557544","","10.1080/15592294.2019.1585176"
"26636681","25-Hydroxyvitamin D3 Deficiency Independently Predicts Cognitive Impairment in Patients with Systemic Lupus Erythematosus","Tay SH, Ho CS, Ho RC, Mak A.","PLoS One. 2015 Dec 4;10(12):e0144149. doi: 10.1371/journal.pone.0144149. eCollection 2015.","Tay SH","PLoS One","2015","2015/12/05","PMC4670220","","10.1371/journal.pone.0144149"
"23761098","Erythrocyte sedimentation rate is a predictor of renal and overall SLE disease activity","Stojan G, Fang H, Magder L, Petri M.","Lupus. 2013 Jul;22(8):827-34. doi: 10.1177/0961203313492578. Epub 2013 Jun 11.","Stojan G","Lupus","2013","2013/06/14","PMC3703841","NIHMS481014","10.1177/0961203313492578"
"23588518","The quality of life of patients with lupus erythematosus influences cardiovascular capacity in 6-minute walk test","Balsamo S, Nascimento Dda C, Tibana RA, de Santana FS, da Mota LM, Dos Santos-Neto LL.","Rev Bras Reumatol. 2013 Feb;53(1):75-87.","Balsamo S","Rev Bras Reumatol","2013","2013/04/17","","",""
"22460408","Neuropsychological assessment of cognitive disorders in patients with fibromyalgia, rheumatoid arthritis, and systemic lupus erythematosus","de Melo LF, Da-Silva SL.","Rev Bras Reumatol. 2012 Mar-Apr;52(2):181-8.","de Melo LF","Rev Bras Reumatol","2012","2012/03/31","","",""
"26809245","Management of Neuropsychiatric Systemic Lupus Erythematosus: Current Approaches and Future Perspectives","Magro-Checa C, Zirkzee EJ, Huizinga TW, Steup-Beekman GM.","Drugs. 2016 Mar;76(4):459-83. doi: 10.1007/s40265-015-0534-3.","Magro-Checa C","Drugs","2016","2016/01/27","PMC4791452","","10.1007/s40265-015-0534-3"
"27577563","Severe right ventricular and tricuspid valve dysfunction after pericardiocentesis","Kuroda M, Amano M, Enomoto S, Miyake M, Kondo H, Tamura T, Kaitani K, Izumi C, Nakagawa Y.","J Med Ultrason (2001). 2016 Oct;43(4):533-6. doi: 10.1007/s10396-016-0738-5. Epub 2016 Aug 30.","Kuroda M","J Med Ultrason (2001)","2016","2016/09/01","","","10.1007/s10396-016-0738-5"
"22760701","Study of a retrieved cementless acetabular cup with an AW-GC bottom coating","Akiyama H, Kuroda Y, So K, Kakinoki R, Nakamura T.","J Orthop Sci. 2013 Nov;18(6):1037-41. doi: 10.1007/s00776-012-0255-3. Epub 2012 Jul 4.","Akiyama H","J Orthop Sci","2013","2012/07/05","","","10.1007/s00776-012-0255-3"
"32079137","Ganglionic Acetylcholine Receptor Antibodies and Autonomic Dysfunction in Autoimmune Rheumatic Diseases","Imamura M, Mukaino A, Takamatsu K, Tsuboi H, Higuchi O, Nakamura H, Abe S, Ando Y, Matsuo H, Nakamura T, Sumida T, Kawakami A, Nakane S.","Int J Mol Sci. 2020 Feb 16;21(4):1332. doi: 10.3390/ijms21041332.","Imamura M","Int J Mol Sci","2020","2020/02/22","PMC7073227","","10.3390/ijms21041332"
"25223407","Altered cellular and humoral immunity to varicella-zoster virus in patients with autoimmune diseases","Rondaan C, de Haan A, Horst G, Hempel JC, van Leer C, Bos NA, van Assen S, Bijl M, Westra J.","Arthritis Rheumatol. 2014 Nov;66(11):3122-8. doi: 10.1002/art.38804.","Rondaan C","Arthritis Rheumatol","2014","2014/09/17","","","10.1002/art.38804"
"30008449","Preconceptional Cardiovascular Health and Pregnancy Outcomes in Women with Systemic Lupus Erythematosus","Eudy AM, Siega-Riz AM, Engel SM, Franceschini N, Howard AG, Clowse MEB, Petri M.","J Rheumatol. 2019 Jan;46(1):70-77. doi: 10.3899/jrheum.171066. Epub 2018 Jul 15.","Eudy AM","J Rheumatol","2019","2018/07/17","PMC6314889","NIHMS971965","10.3899/jrheum.171066"
"30666702","The relations of quality of life in patients with lupus erythematosus: Regression models versus qualitative comparative analysis","Castellano Rioja E, Valero-Moreno S, Del Carmen Giménez-Espert M, Prado-Gascó V.","J Adv Nurs. 2019 Jul;75(7):1484-1492. doi: 10.1111/jan.13957. Epub 2019 Feb 27.","Castellano Rioja E","J Adv Nurs","2019","2019/01/23","","","10.1111/jan.13957"
"35468361","The Amphiregulin/EGFR axis protects from lupus nephritis via downregulation of pathogenic CD4(+) T helper cell responses","Melderis S, Warkotsch MT, Dang J, Hagenstein J, Ehnold LI, Herrnstadt GR, Niehus CB, Feindt FC, Kylies D, Puelles VG, Berasain C, Avila MA, Neumann K, Tiegs G, Huber TB, Tharaux PL, Steinmetz OM.","J Autoimmun. 2022 May;129:102829. doi: 10.1016/j.jaut.2022.102829. Epub 2022 Apr 22.","Melderis S","J Autoimmun","2022","2022/04/25","","","10.1016/j.jaut.2022.102829"
"27457404","Schizophrenia among patients with systemic lupus erythematosus: population-based cross-sectional study","Tiosano S, Farhi A, Watad A, Grysman N, Stryjer R, Amital H, Comaneshter D, Cohen AD, Amital D.","Epidemiol Psychiatr Sci. 2017 Aug;26(4):424-429. doi: 10.1017/S2045796016000561. Epub 2016 Jul 26.","Tiosano S","Epidemiol Psychiatr Sci","2017","2016/07/27","PMC6998678","","10.1017/S2045796016000561"
"23141100","Estrogens and inflammatory autoimmune diseases","Guéry JC.","Joint Bone Spine. 2012 Dec;79(6):560-2. doi: 10.1016/j.jbspin.2012.09.010. Epub 2012 Nov 8.","Guéry JC","Joint Bone Spine","2012","2012/11/13","","","10.1016/j.jbspin.2012.09.010"
"28862513","Relationship between glucocorticoid dose and adverse events in systemic lupus erythematosus: data from a randomized clinical trial","Emamikia S, Gentline C, Chatzidionysiou K, Arnaud L, van Vollenhoven R.","Scand J Rheumatol. 2018 Mar;47(2):131-140. doi: 10.1080/03009742.2017.1336570. Epub 2017 Sep 1.","Emamikia S","Scand J Rheumatol","2018","2017/09/02","","","10.1080/03009742.2017.1336570"
"32220510","Update on Lupus Nephritis: Core Curriculum 2020","Parikh SV, Almaani S, Brodsky S, Rovin BH.","Am J Kidney Dis. 2020 Aug;76(2):265-281. doi: 10.1053/j.ajkd.2019.10.017. Epub 2020 Mar 24.","Parikh SV","Am J Kidney Dis","2020","2020/03/30","","","10.1053/j.ajkd.2019.10.017"
"27987522","[Interleukin-2 signaling pathway regulating molecules in systemic lupus erythematosus]","Guo Q, Chen XY, Su Y.","Beijing Da Xue Xue Bao Yi Xue Ban. 2016 Dec 18;48(6):1100-1104.","Guo Q","Beijing Da Xue Xue Bao Yi Xue Ban","2016","2016/12/18","","",""
"32541071","Higher Prevalence and Degree of Insulin Resistance in Patients With Rheumatoid Arthritis Than in Patients With Systemic Lupus Erythematosus","Quevedo-Abeledo JC, Sánchez-Pérez H, Tejera-Segura B, de Armas-Rillo L, Ojeda S, Erausquin C, González-Gay MÁ, Ferraz-Amaro I.","J Rheumatol. 2021 Mar;48(3):339-347. doi: 10.3899/jrheum.200435. Epub 2020 Jun 15.","Quevedo-Abeledo JC","J Rheumatol","2021","2020/06/17","","","10.3899/jrheum.200435"
"34848789","Long-term results of ulnar and radial reconstruction with interpositional grafting using the deep inferior epigastric artery for chronic hand ischemia","Ahn HC, Oh SW, Yoon JS, Park SO.","Sci Rep. 2021 Nov 30;11(1):23185. doi: 10.1038/s41598-021-02530-6.","Ahn HC","Sci Rep","2021","2021/12/01","PMC8633384","","10.1038/s41598-021-02530-6"
"29694382","Association of objectively measured physical activity and sedentary time with arterial stiffness in women with systemic lupus erythematosus with mild disease activity","Morillas-de-Laguno P, Vargas-Hitos JA, Rosales-Castillo A, Sáez-Urán LM, Montalbán-Méndez C, Gavilán-Carrera B, Navarro-Mateos C, Acosta-Manzano P, Delgado-Fernández M, Sabio JM, Ortego-Centeno N, Callejas-Rubio JL, Soriano-Maldonado A.","PLoS One. 2018 Apr 25;13(4):e0196111. doi: 10.1371/journal.pone.0196111. eCollection 2018.","Morillas-de-Laguno P","PLoS One","2018","2018/04/26","PMC5919022","","10.1371/journal.pone.0196111"
"22296584","Adjunctive GnRH-a treatment attenuates depletion of ovarian reserve associated with cyclophosphamide therapy in premenopausal SLE patients","Marder W, McCune WJ, Wang L, Wing JJ, Fisseha S, McConnell DS, Christman GM, Somers EC.","Gynecol Endocrinol. 2012 Aug;28(8):624-7. doi: 10.3109/09513590.2011.650752. Epub 2012 Feb 2.","Marder W","Gynecol Endocrinol","2012","2012/02/03","PMC3396751","NIHMS371872","10.3109/09513590.2011.650752"
"25623919","Muscle Strength and Changes in Physical Function in Women With Systemic Lupus Erythematosus","Andrews JS, Trupin L, Schmajuk G, Barton J, Margaretten M, Yazdany J, Yelin EH, Katz PP.","Arthritis Care Res (Hoboken). 2015 Aug;67(8):1070-7. doi: 10.1002/acr.22560.","Andrews JS","Arthritis Care Res (Hoboken)","2015","2015/01/28","PMC4515406","NIHMS669009","10.1002/acr.22560"
"33509881","Baffled with fever and lymphadenopathy: neither infection nor malignancy, think Kikuchi disease","Hussain A, Gondal M, Yousuf H, Iqbal M.","BMJ Case Rep. 2021 Jan 28;14(1):e238914. doi: 10.1136/bcr-2020-238914.","Hussain A","BMJ Case Rep","2021","2021/01/29","PMC7845724","","10.1136/bcr-2020-238914"
"23165941","Dysfunctional cortico-basal ganglia-thalamic circuit and altered hippocampal-amygdala activity on cognitive set-shifting in non-neuropsychiatric systemic lupus erythematosus","Ren T, Ho RC, Mak A.","Arthritis Rheum. 2012 Dec;64(12):4048-59. doi: 10.1002/art.34660.","Ren T","Arthritis Rheum","2012","2012/11/21","","","10.1002/art.34660"
"33774946","Prediction Of Renal Flare In Adult Patients With Lupus Induced Nephritis","Batool H, Naseem T, Shoukat M.","J Ayub Med Coll Abbottabad. 2021 Jan-Mar;33(1):9-13.","Batool H","J Ayub Med Coll Abbottabad","2021","2021/03/28","","",""
"29898016","Early Assessment of Right Ventricular Function in Systemic Lupus Erythematosus Patients using Strain and Strain Rate Imaging","Luo R, Cui H, Huang D, Sun L, Song S, Sun M, Li G.","Arq Bras Cardiol. 2018 Jul;111(1):75-81. doi: 10.5935/abc.20180091. Epub 2018 Jun 11.","Luo R","Arq Bras Cardiol","2018","2018/06/14","PMC6078377","","10.5935/abc.20180091"
"23819337","[Severe adverse events from treatment with genetically engineered biological agents in patients with rheumatic diseases]","Moiseev SV, Novikov PI, Semenkova EN, Strizhakov LA, Gulyaev SV, Yanushkevich TN, Nikiforova NV, Meshkov AD, Panasyuk VV, Sokorin YD, Taranova MV, Parfenova SA, Dubrovskaya LV, Zhabina ES, Kuznetsova EI, Lopatina IA, Bulanov NM, Mukhin NA.","Ter Arkh. 2013;85(5):37-43.","Moiseev SV","Ter Arkh","2013","2013/07/04","","",""
"33742443","First description of bullous lupus associated with cutaneous leishmaniasis: coincidence or trigger?","Bertin C, Drak Alsibai K, Demar M, Couppié P, Blaizot R.","Int J Dermatol. 2021 Jul;60(7):896-898. doi: 10.1111/ijd.15532. Epub 2021 Mar 19.","Bertin C","Int J Dermatol","2021","2021/03/20","PMC8252407","","10.1111/ijd.15532"
"24391210","Deficient leptin signaling ameliorates systemic lupus erythematosus lesions in MRL/Mp-Fas lpr mice","Fujita Y, Fujii T, Mimori T, Sato T, Nakamura T, Iwao H, Nakajima A, Miki M, Sakai T, Kawanami T, Tanaka M, Masaki Y, Fukushima T, Okazaki T, Umehara H.","J Immunol. 2014 Feb 1;192(3):979-84. doi: 10.4049/jimmunol.1301685. Epub 2014 Jan 3.","Fujita Y","J Immunol","2014","2014/01/07","PMC3897175","","10.4049/jimmunol.1301685"
"31784391","A PRESing case of visual changes and confusion","Ronnie T, Beyerlein L, Murati M, Louie JP.","Am J Emerg Med. 2020 Feb;38(2):411.e1-411.e3. doi: 10.1016/j.ajem.2019.09.006. Epub 2019 Nov 17.","Ronnie T","Am J Emerg Med","2020","2019/12/01","","","10.1016/j.ajem.2019.09.006"
"30049410","A Brain Ring-Enhancing Lesion","Lindsey M, Harrison N, Bridges J, Blossom J, Kishore S, Majithia V.","Am J Med Sci. 2018 Sep;356(3):304-308. doi: 10.1016/j.amjms.2018.01.009. Epub 2018 Feb 2.","Lindsey M","Am J Med Sci","2018","2018/07/28","","","10.1016/j.amjms.2018.01.009"
"25396412","Impaired clearance of early apoptotic cells mediated by inhibitory IgG antibodies in patients with primary Sjögren's syndrome","Manoussakis MN, Fragoulis GE, Vakrakou AG, Moutsopoulos HM.","PLoS One. 2014 Nov 14;9(11):e112100. doi: 10.1371/journal.pone.0112100. eCollection 2014.","Manoussakis MN","PLoS One","2014","2014/11/15","PMC4232361","","10.1371/journal.pone.0112100"
"31924147","Endomyocardial biopsies in the diagnosis of myocardial involvement in systemic lupus erythematosus","Gartshteyn Y, Tamargo M, Fleischer S, Kapoor T, Li J, Askanase A, Winchester R, Geraldino-Pardilla L.","Lupus. 2020 Feb;29(2):199-204. doi: 10.1177/0961203319897116. Epub 2020 Jan 10.","Gartshteyn Y","Lupus","2020","2020/01/12","PMC7261237","NIHMS1592071","10.1177/0961203319897116"
"26739431","Interleukin-6 receptor alpha blockade improves skin lesions in a murine model of systemic lupus erythematosus","Birner P, Heider S, Petzelbauer P, Wolf P, Kornauth C, Kuroll M, Merkel O, Steiner G, Kishimoto T, Rose-John S, Soleiman A, Moriggl R, Kenner L.","Exp Dermatol. 2016 Apr;25(4):305-10. doi: 10.1111/exd.12934. Epub 2016 Feb 13.","Birner P","Exp Dermatol","2016","2016/01/08","PMC4982049","","10.1111/exd.12934"
"31662322","Unmet need in rheumatology: reports from the Targeted Therapies meeting 2019","Winthrop KL, Weinblatt ME, Bathon J, Burmester GR, Mease PJ, Crofford L, Bykerk V, Dougados M, Rosenbaum JT, Mariette X, Sieper J, Melchers F, Cronstein BN, Breedveld FC, Kalden J, Smolen JS, Furst D.","Ann Rheum Dis. 2020 Jan;79(1):88-93. doi: 10.1136/annrheumdis-2019-216151. Epub 2019 Oct 29.","Winthrop KL","Ann Rheum Dis","2020","2019/10/31","PMC6937409","","10.1136/annrheumdis-2019-216151"
"23179301","Role of peroxynitrite-modified biomolecules in the etiopathogenesis of systemic lupus erythematosus","Ahmad R, Ahsan H.","Clin Exp Med. 2014 Feb;14(1):1-11. doi: 10.1007/s10238-012-0222-5. Epub 2012 Nov 23.","Ahmad R","Clin Exp Med","2014","2012/11/27","","","10.1007/s10238-012-0222-5"
"26114371","Neuropsychiatric Systemic Lupus Erythematosus in Children","Soybilgic A.","Pediatr Ann. 2015 Jun;44(6):e153-8. doi: 10.3928/00904481-20150611-11.","Soybilgic A","Pediatr Ann","2015","2015/06/27","","","10.3928/00904481-20150611-11"
"23377197","NK cells dysfunction in systemic lupus erythematosus: relation to disease activity","Henriques A, Teixeira L, Inês L, Carvalheiro T, Gonçalves A, Martinho A, Pais ML, da Silva JA, Paiva A.","Clin Rheumatol. 2013 Jun;32(6):805-13. doi: 10.1007/s10067-013-2176-8. Epub 2013 Feb 2.","Henriques A","Clin Rheumatol","2013","2013/02/05","","","10.1007/s10067-013-2176-8"
"27835701","High-Throughput Sequencing Reveals Circulating miRNAs as Potential Biomarkers of Kidney Damage in Patients with Systemic Lupus Erythematosus","Navarro-Quiroz E, Pacheco-Lugo L, Lorenzi H, Díaz-Olmos Y, Almendrales L, Rico E, Navarro R, España-Puccini P, Iglesias A, Egea E, Aroca G.","PLoS One. 2016 Nov 11;11(11):e0166202. doi: 10.1371/journal.pone.0166202. eCollection 2016.","Navarro-Quiroz E","PLoS One","2016","2016/11/12","PMC5106044","","10.1371/journal.pone.0166202"
"32281951","Electrocardiogram and heart rate variability assessment in patients with common autoimmune diseases: a methodological review","Behbahani S, Shahram F.","Turk Kardiyol Dern Ars. 2020 Apr;48(3):312-327. doi: 10.5543/tkda.2019.21112.","Behbahani S","Turk Kardiyol Dern Ars","2020","2020/04/14","","","10.5543/tkda.2019.21112"
"27006702","Patterns of foot complaints in systemic lupus erythematosus: a cross sectional survey","Otter SJ, Kumar S, Gow P, Dalbeth N, Corkill M, Rohan M, Davies KA, Pankathelam S, Rome K.","J Foot Ankle Res. 2016 Mar 22;9:10. doi: 10.1186/s13047-016-0143-8. eCollection 2016.","Otter SJ","J Foot Ankle Res","2016","2016/03/24","PMC4802627","","10.1186/s13047-016-0143-8"
"32070185","Reconstruction and analysis of the aberrant lncRNA-miRNA-mRNA network in systemic lupus erythematosus","Xu H, Chen W, Zheng F, Tang D, Liu D, Wang G, Xu Y, Yin L, Zhang X, Dai Y.","Lupus. 2020 Apr;29(4):398-406. doi: 10.1177/0961203320908927. Epub 2020 Feb 18.","Xu H","Lupus","2020","2020/02/20","","","10.1177/0961203320908927"
"26930567","Vitamin D improves endothelial dysfunction and restores myeloid angiogenic cell function via reduced CXCL-10 expression in systemic lupus erythematosus","Reynolds JA, Haque S, Williamson K, Ray DW, Alexander MY, Bruce IN.","Sci Rep. 2016 Mar 1;6:22341. doi: 10.1038/srep22341.","Reynolds JA","Sci Rep","2016","2016/03/02","PMC4772382","","10.1038/srep22341"
"29859654","B-cell activating factor and related genetic variants in lupus related atherosclerosis","Theodorou E, Nezos A, Antypa E, Ioakeimidis D, Koutsilieris M, Tektonidou M, Moutsopoulos HM, Mavragani CP.","J Autoimmun. 2018 Aug;92:87-92. doi: 10.1016/j.jaut.2018.05.002. Epub 2018 May 31.","Theodorou E","J Autoimmun","2018","2018/06/04","","","10.1016/j.jaut.2018.05.002"
"31764507","Intestinal Spirochetosis Caused by Brachyspira pilosicoli in a Systemic Lupus Erythematosus Patient","Eguchi T, Inoue K, Horino T, Matsumoto T, Kamioka S, Nishida Y, Morimoto M, Morimoto N, Ichii O, Terada Y.","J Clin Rheumatol. 2019 Dec;25(8):e142-e145. doi: 10.1097/RHU.0000000000000829.","Eguchi T","J Clin Rheumatol","2019","2019/11/26","","","10.1097/RHU.0000000000000829"
"31307256","Prolonged clinical remission and low disease activity statuses are associated with better quality of life in systemic lupus erythematosus","Poomsalood N, Narongroeknawin P, Chaiamnuay S, Asavatanabodee P, Pakchotanon R.","Lupus. 2019 Sep;28(10):1189-1196. doi: 10.1177/0961203319862614. Epub 2019 Jul 15.","Poomsalood N","Lupus","2019","2019/07/17","","","10.1177/0961203319862614"
"29444467","Olfactory function in systemic lupus erythematosus and systemic sclerosis. A longitudinal study and review of the literature","Bombini MF, Peres FA, Lapa AT, Sinicato NA, Quental BR, Pincelli ÁSM, Amaral TN, Gomes CC, Del Rio AP, Marques-Neto JF, Costallat LTL, Fernandes PT, Cendes F, Rittner L, Appenzeller S.","Autoimmun Rev. 2018 Apr;17(4):405-412. doi: 10.1016/j.autrev.2018.02.002. Epub 2018 Feb 11.","Bombini MF","Autoimmun Rev","2018","2018/02/15","","","10.1016/j.autrev.2018.02.002"
