ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN
"mdl-25380075","Infantile hepatitis B in immunized children: risk for fulminant hepatitis and long-term outcomes.","Tseng, Yu-Ru; Wu, Jia-Feng; Kong, Man-Shan; Hu, Fu-Chang; Yang, Yao-Jong; Yeung, Chun-Yan; Huang, Fu-Chen; Huang, I-Fei; Ni, Yen-Hsuan; Hsu, Hong-Yuan; Chang, Mei-Hwei; Chen, Huey-Ling","PLoS One;9(11): e111825, 2014. ","PLoS One","MEDLINE","article","en","2014","Hepatite B/diagnóstico; Hepatite B/prevenção &amp; controle; Imunização; Adolescente; Carcinoma Hepatocelular/complicações; Criança; Pré-Escolar; Feminino; Hepatite B/complicações; Hepatite B/transmissão; Humanos; Lactente; Recém-Nascido; Transmissão Vertical de Doenças Infecciosas/prevenção &amp; controle; Neoplasias Hepáticas/complicações; Masculino; Mães; Gravidez; Prognóstico; Fatores de Risco; Análise de Sobrevida; Fatores de Tempo","US","https://dx.doi.org/10.1371/journal.pone.0111825","BACKGROUND: Infantile hepatitis B after neonatal immunoprophylaxis is a rare yet distinct disease. This study aimed to analyze the long-term outcomes and risk factors in immunized infants with hepatitis B. METHODS: The clinical parameters and outcomes of 41 infants born after universal immunization, and admitted for HBV-positive hepatitis were studied. All patients were followed for at least 6 months (median â= 4.4 years, range 0.6-18.1 years). Patient survival, changes of HBsAg and HBeAg status, and complications were analyzed. RESULTS: Among the 41 cases (32 males, 9 females), 21 presented with fulminant hepatitis (FH), and 20 with non-fulminant hepatitis (NFH). Ninety-five percent (36/38) of the mothers were positive for hepatitis B surface antigen (HBsAg). Multivariate analyses revealed younger age of onset (age <7 months) and negative maternal hepatitis B e antigen (HBeAg) were associated with FH (p = 0.03 and p = 0.01, respectively). An infantile fulminant hepatitis B risk score using maternal/infant HBeAg positivity and onset age was proposed. Among the FH cases, the rate of mortality, HBsAg clearance, and chronic HBV infection were 47.6%, 38.1%, and 14.3%, respectively. Among the NFH cases, 35% developed chronic infection. Of the 9 chronically infected children received long-term follow-up, 8 had HBeAg seroconversion before 4 years of age. One case of FH developed hepatocellular carcinoma 14 years later. CONCLUSIONS: Maternal HBsAg + /HBeAg- and early onset age were risk factors for FH in immunized infants. A significant portion of patients with FH or NFH evolve to chronic HBV infection, with HBeAg seroconversion in young childhood. Close surveillance for hepatocellular carcinoma is warranted in patients surviving infantile hepatitis B.",20141108,9,11,10.1371/journal.pone.0111825,1932-6203
"mdl-25391611","Risk factors of systemic lupus erythematosus flares during pregnancy.","Jara, Luis J; Medina, Gabriela; Cruz-Dominguez, Pilar; Navarro, Carmen; Vera-Lastra, Olga; Saavedra, Miguel A","Immunol Res;60(2-3): 184-92, 2014 Dec. ","Immunol Res","MEDLINE","article","en","2014","Lúpus Eritematoso Sistêmico/imunologia; Complicações na Gravidez/imunologia; Progressão da Doença; Feminino; Humanos; Fatores Imunológicos/imunologia; Fatores Imunológicos/metabolismo; Lúpus Eritematoso Sistêmico/diagnóstico; Lúpus Eritematoso Sistêmico/metabolismo; Neuroimunomodulação; Gravidez; Complicações na Gravidez/diagnóstico; Complicações na Gravidez/metabolismo; Fatores de Risco","US","https://dx.doi.org/10.1007/s12026-014-8577-1","This review examines the risk factors for the development of systemic lupus erythematosus (SLE) flares during pregnancy. In preconception, anti-DNA, hypocomplementemia, previous thrombosis, triple antiphospholipid (aPL) antibody positivity, active lupus nephritis and discontinuation of medications such as hydroxychloroquine and azathioprine are factors associated with pregnancy failure. During pregnancy, SLE flares are associated with aPL antibodies, synergic changes of pregnancy on Th1 and TH2 cytokines, other cytokines and chemokines that interact with hormones such as estrogen and prolactin that amplify the inflammatory effect. From the clinical point of view, SLE activity at pregnancy onset, thrombocytopenia, lupus nephritis, arterial hypertension, aPL syndromes, preeclampsia is associated with lupus flares and fetal complications. In puerperium, the risk factors of flares are similar to pregnancy. Hyperactivity of immune system, autoantibodies, hyperprolactinemia, active lupus nephritis, decrease in TH2 cytokines with increase in TH1 cytokines probably participate in SLE flare. The SLE flares during pregnancy make the difference between an uncomplicated pregnancy and pregnancy with maternal and fetal complications. Therefore, the knowledge of risk factors leads the best treatment strategies to reduce flares and fetal complications in SLE patients.",20141114,60,2-3,10.1007/s12026-014-8577-1,1559-0755
"mdl-25253814","Effects of maternal protein or energy restriction during late gestation on immune status and responses to lipopolysaccharide challenge in postnatal young goats.","He, Z X; Sun, Z H; Yang, W Z; Beauchemin, K A; Tang, S X; Zhou, C S; Han, X F; Wang, M; Kang, J H; Tan, Z L","J Anim Sci;92(11): 4856-64, 2014 Nov. ","J Anim Sci","MEDLINE","article","en","2014","Animais Recém-Nascidos/imunologia; Dieta com Restrição de Proteínas/veterinária; Cabras/fisiologia; Lipopolissacarídeos/farmacologia; Desnutrição/veterinária; Prenhez/fisiologia; Animais; Animais Recém-Nascidos/fisiologia; Infecções Bacterianas/epidemiologia; Infecções Bacterianas/imunologia; Infecções Bacterianas/veterinária; Dieta com Restrição de Proteínas/efeitos adversos; Ingestão de Energia/fisiologia; Feminino; Cabras/imunologia; Imunidade/fisiologia; Masculino; Desnutrição/complicações; Fenômenos Fisiológicos da Nutrição Materna/fisiologia; Gravidez; Efeitos Tardios da Exposição Pré-Natal/imunologia; Efeitos Tardios da Exposição Pré-Natal/fisiopatologia; Efeitos Tardios da Exposição Pré-Natal/veterinária; Fatores de Risco","US","https://dx.doi.org/10.2527/jas.2014-7904","Knowledge of maternal malnutrition of ruminants and effects on development of the immune system of their offspring is lacking. A study was conducted to investigate the effects of maternal protein or energy restriction during late gestation on immune status of their offspring at different ages. Sixty-three pregnant goats (local breed, Liuyang black goat, 22.2 ± 1.5 kg at d 90 of gestation) were fed control (CON, ME = 9.34 MJ/kg and CP = 12.5%, DM basis), 40% protein restricted (PR), or 40% energy restricted (ER) diets from d 91 of gestation to parturition, after which all animals received an adequate diet for nutritional recovery. Plasma concentrations of complement components (C3, C4), C-reactive protein (CRP) and immunoglobulins (IgG and IgM), jejunum cytokines (IL-2, IL-6, and IL-10) expression levels and morphology in the offspring were measured. Additionally, plasma concentration of complement and IL-6, and cytokines expression levels in gastrointestinal tract obtained at 6 wk from young goats were assessed under saline or lipopolysaccharide (LPS) challenging conditions. Maternal PR or ER decreased (P < 0.05) plasma C3, C4, IgG, and IgM concentrations, and IL-2 and IL-6 mRNA expression in the jejunum from neonatal kids, but did not alter (P > 0.05) plasma CRP concentration. The IL-10 mRNA expression of jejunum from PR kids was also less (P < 0.01) than that from CON kids. Moreover, jejunum villous height (P < 0.10 in PR, P < 0.05 in ER) and crypt depth (P < 0.05 both in PR and ER) were reduced in neonatal kids from malnourished mothers. At 6 wk of age, there were no differences (P > 0.05) in any plasma or tissue immune parameters among the 3 treatments. However, when given a LPS challenge, ER and PR kids had greater (P = 0.02) IL-6 concentration compared with CON kids. Our results suggest that both PR and ER during late gestation induced short-term as well as long-lasting alterations on immune responses in their offspring, which may make the animals more susceptible to a bacterial pathogen challenge. The present findings expand the existing knowledge in immunological mechanisms responsible for the development of disease in later life.",20140926,92,11,10.2527/jas.2014-7904,1525-3163
"mdl-25177073","Universal combination antiretroviral regimens to prevent mother-to-child transmission of HIV in rural Zambia: a two-round cross-sectional study.","Chi, Benjamin H; Musonda, Patrick; Lembalemba, Mwila K; Chintu, Namwinga T; Gartland, Matthew G; Mulenga, Saziso N; Bweupe, Maximillian; Turnbull, Eleanor; Stringer, Elizabeth M; Stringer, Jeffrey S A","Bull World Health Organ;92(8): 582-92, 2014 Aug 01. ","Bull World Health Organ","MEDLINE","article","en","2014","Fármacos Anti-HIV/uso terapêutico; Infecções por HIV/prevenção &amp; controle; Transmissão Vertical de Doenças Infecciosas/prevenção &amp; controle; Complicações Infecciosas na Gravidez/tratamento farmacológico; Aleitamento Materno; Estudos Transversais; Quimioterapia Combinada; Feminino; Infecções por HIV/epidemiologia; Infecções por HIV/transmissão; Humanos; Recém-Nascido; Masculino; Projetos Piloto; Gravidez; Avaliação de Programas e Projetos de Saúde; População Rural; Taxa de Sobrevida; Zâmbia/epidemiologia","CH","https://dx.doi.org/10.2471/BLT.13.129833","OBJECTIVE: To evaluate if a pilot programme to prevent mother-to-child transmission (PMTCT) of the human immunodeficiency virus (HIV) was associated with changes in early childhood survival at the population level in rural Zambia. METHODS: Combination antiretroviral regimens were offered to pregnant and breastfeeding, HIV-infected women, irrespective of immunological status, at four rural health facilities. Twenty-four-month HIV-free survival among children born to HIV-infected mothers was determined before and after PMTCT programme implementation using community surveys. Households were randomly selected and women who had given birth in the previous 24 months were asked to participate. Mothers were tested for HIV antibodies and children born to HIV-infected mothers were tested for viral deoxyribonucleic acid. Multivariable models were used to determine factors associated with child HIV infection or death. FINDINGS: In the first survey (2008-2009), 335 of 1778 women (18.8%) tested positive for HIV. In the second (2011), 390 of 2386 (16.3%) tested positive. The 24-month HIV-free survival in HIV-exposed children was 0.66 (95% confidence interval, CI: 0.63-0.76) in the first survey and 0.89 (95% CI: 0.83-0.94) in the second. Combination antiretroviral regimen use was associated with a lower risk of HIV infection or death in children (adjusted hazard ratio: 0.33, 95% CI: 0.15-0.73). Maternal knowledge of HIV status, use of HIV tests and use of combination regimens during pregnancy increased between the surveys. CONCLUSION: The PMTCT programme was associated with an increased HIV-free survival in children born to HIV-infected mothers. Maternal utilization of HIV testing and treatment in the community also increased.",20140902,92,8,10.2471/BLT.13.129833,1564-0604
"mdl-25245493","Expression of leptin and its long form receptor at the porcine maternal-fetal interface: contrasting healthy and arresting conceptus attachment sites during early and mid-pregnancy.","Kerr, Ashley; Kridli, Rami T; Khalaj, Kasra; Wessels, Jocelyn M; Hahnel, Ann; Tayade, Chandrakant","Reprod Biol Endocrinol;12: 91, 2014 Sep 23. ","Reprod Biol Endocrinol","MEDLINE","article","en","2014","Membrana Corioalantoide/metabolismo; Endométrio/metabolismo; Regulação da Expressão Gênica no Desenvolvimento; Leptina/metabolismo; Precursores de Proteínas/metabolismo; Receptores para Leptina/metabolismo; Sus scrofa/fisiologia; Animais; Animais Endogâmicos; Membrana Corioalantoide/citologia; Membrana Corioalantoide/embriologia; Endométrio/citologia; Feminino; Desenvolvimento Fetal; Imunofluorescência/veterinária; Inseminação Artificial/veterinária; Leptina/genética; Ontário; Placentação; Gravidez; Manutenção da Gravidez; Precursores de Proteínas/genética; RNA Mensageiro/metabolismo; Receptores para Leptina/genética; Organismos Livres de Patógenos Específicos","GB","https://dx.doi.org/10.1186/1477-7827-12-91","BACKGROUND: It is well established that spontaneous conceptus loss in swine is associated with an imbalance of both angiogenic and immunological factors. Leptin (LEP), a metabolic hormone, has also been implicated in the promotion of angiogenesis. In this study, LEP and its long form receptor (OB-Rb) were evaluated during porcine pregnancy to assess their basal level of expression and their potential role in conceptus development. METHODS: Expression and secretion of LEP and OB-Rb were quantified in the endometrium of non-pregnant (n = 5), and in the endometrium and chorioallantoic membrane (CAM) of pregnant sows (parity 2 to 5) at gestational days (gd) 20 (n = 8) and 50 (n = 8). Data were analyzed by a 3-way ANOVA testing the effects of conceptus health, tissue type and gestational day. RESULTS: Leptin and OB-Rb transcripts were significantly higher (P < 0.05) in pregnant than in non-pregnant sows. Significantly greater LEP (P < 0.001) was detected in the endometrial tissue at gd20 compared with gd50. At the protein level, the lowest LEP expression (P < 0.01) was detected in the CAM at gd50, while OB-Rb protein was significantly lower (P < 0.01) at gd50 in the CAM than in the endometrium collected from gd20 and gd50 conceptus attachment sites. Immunofluorescence staining confirmed the expression of these proteins at both gestational days and in both tissue types. CONCLUSIONS: Changes in the expression patterns of LEP and OB-Rb between gd20 and gd50 suggest a role for the LEP/OB-R complex at the early stages of porcine pregnancy, possibly affecting the attachment process. Further mechanistic studies are warranted to understand the specific role of leptin in porcine pregnancy.",20140924,12,,10.1186/1477-7827-12-91,1477-7827
"mdl-25195141","Vaccination against influenza in pregnant women.","Brydak, Lidia Bernadeta; Nitsch-Osuch, Aneta","Acta Biochim Pol;61(3): 589-91, 2014. ","Acta Biochim Pol","MEDLINE","article","en","2014","Vacinas contra Influenza; Influenza Humana/prevenção &amp; controle; Complicações Infecciosas na Gravidez/prevenção &amp; controle; Feminino; Humanos; Vírus da Influenza A/imunologia; Gravidez; Risco; Vacinação","PL","","Pregnancy places otherwise healthy women at an increased risk of complications arising from an influenza infection. It is suggested that physiological changes such as immunological changes, increased cardiac output and oxygen consumption, as well as lung tidal volume might increase the susceptibility to influenza complications if infection occurs during pregnancy. Immunization of pregnant women against influenza is currently recommended in many countries and has been proven to be safe and effective in reducing rates and severity of the disease in vaccinated mothers and their children. Influenza vaccination is also cost-effective. Nevertheless, influenza vaccine coverage remains low in pregnant women. This might stem from the lack of healthcare workers' education, a feeling among the general public that influenza is not a serious disease and a failure of prenatal care providers to offer the vaccine. In order to protect pregnant women and infants from influenza related morbidity and mortality an educational programme targeting healthcare workers in charge of pregnant women should be implemented.",20140908,61,3,,1734-154X
"mdl-25066422","Leukocyte driven-decidual angiogenesis in early pregnancy.","Lima, Patricia D A; Zhang, Jianhong; Dunk, Caroline; Lye, Stephen J; Croy, B Anne","Cell Mol Immunol;11(6): 522-37, 2014 Nov. ","Cell Mol Immunol","MEDLINE","article","en","2014","Decídua/fisiologia; Células Matadoras Naturais/imunologia; Leucócitos/imunologia; Neovascularização Fisiológica; Útero/imunologia; Animais; Vasos Sanguíneos/fisiologia; Implantação do Embrião; Feminino; Humanos; Camundongos; Remodelação Vascular/imunologia","CN","https://dx.doi.org/10.1038/cmi.2014.63","Successful pregnancy and long-term, post-natal maternal and offspring cardiac, vascular and metabolic health require key maternal cardiovascular adaptations over gestation. Within the pregnant decidualizing uterus, coordinated vascular, immunological and stromal cell changes occur. Considerable attention has been given to the roles of uterine natural killer (uNK) cells in initiating decidual spiral arterial remodeling, a process normally completed by mid-gestation in mice and in humans. However, leukocyte roles in much earlier, region specific, decidual vascular remodeling are now being defined. Interest in immune cell-promoted vascular remodeling is driven by vascular aberrations that are reported in human gestational complications such as infertility, recurrent spontaneous abortion, preeclampsia (PE) and fetal growth restriction. Appropriate maternal cardiovascular responses during pregnancy protect mothers and their children from later cardiovascular disease risk elevation. One of the earliest uterine responses to pregnancy in species with hemochorial placentation is stromal cell decidualization, which creates unique niches for angiogenesis and leukocyte recruitment. In early decidua basalis, the aspect of the implantation site that will cradle the developing placenta and provide the major blood vessels to support mature placental functions, leukocytes are greatly enriched and display specialized properties. UNK cells, the most abundant leukocyte subset in early decidua basalis, have angiogenic abilities and are essential for normal early decidual angiogenesis. The regulation of uNK cells and their roles in determining maternal and progeny cardiovascular health over pregnancy and postpartum are discussed.",20140729,11,6,10.1038/cmi.2014.63,2042-0226
"mdl-25065407","How much do we know about schizophrenia and how well do we know it? Evidence from the Schizophrenia Library.","Matheson, S L; Shepherd, A M; Carr, V J","Psychol Med;44(16): 3387-405, 2014 Dec. ","Psychol Med","MEDLINE","article","en","2014","Esquizofrenia/fisiopatologia; Psicologia do Esquizofrênico; Humanos; Fatores de Risco","GB","https://dx.doi.org/10.1017/S0033291714000166","BACKGROUND: True findings about schizophrenia remain elusive; many findings are not replicated and conflicting results are common. Well-conducted systematic reviews have the ability to make robust, generalizable conclusions, with good meta-analyses potentially providing the closest estimate of the true effect size. In this paper, we undertake a systematic approach to synthesising the available evidence from well-conducted systematic reviews on schizophrenia. METHOD: Reviews were identified by searching Medline, EMBASE, CINAHL, Current Contents and PsycINFO. The decision to include or exclude reviews, data extraction and quality assessments were conducted in duplicate. Evidence was graded as high quality if reviews contained large samples and robust results; and as moderate quality if reviews contained imprecision, inconsistency, smaller samples or study designs that may be prone to bias. RESULTS: High- and moderate-quality evidence shows that numerous psychosocial and biomedical treatments are effective. Patients have relatively poor cognitive functioning, and subtle, but diverse, structural brain alterations, altered electrophysiological functioning and sleep patterns, minor physical anomalies, neurological soft signs, and sensory alterations. There are markers of infection, inflammation or altered immunological parameters; and there is increased mortality from a range of causes. Risk for schizophrenia is increased with cannabis use, pregnancy and birth complications, prenatal exposure to Toxoplasma gondii, childhood central nervous system viral infections, childhood adversities, urbanicity and immigration (first and second generation), particularly in certain ethnic groups. Developmental motor delays and lower intelligence quotient in childhood and adolescence are apparent. CONCLUSIONS: We conclude that while our knowledge of schizophrenia is very substantial, our understanding of it remains limited.",20140729,44,16,10.1017/S0033291714000166,1469-8978
"mdl-24968298","Evaluating the impact of prevention of mother-to-child transmission of HIV in Malawi through immunization clinic-based surveillance.","Sinunu, Michele A; Schouten, Erik J; Wadonda-Kabondo, Nellie; Kajawo, Enock; Eliya, Michael; Moyo, Kundai; Chimbwandira, Frank; Strunin, Lee; Kellerman, Scott E","PLoS One;9(6): e100741, 2014. ","PLoS One","MEDLINE","article","en","2014","Monitoramento Epidemiológico; Infecções por HIV/transmissão; Imunização; Transmissão Vertical de Doenças Infecciosas/prevenção &amp; controle; Mães; Avaliação de Resultados em Cuidados de Saúde; Complicações Infecciosas na Gravidez/virologia; Adolescente; Adulto; Feminino; Infecções por HIV/epidemiologia; Infecções por HIV/prevenção &amp; controle; Humanos; Lactente; Malaui/epidemiologia; Gravidez; Complicações Infecciosas na Gravidez/epidemiologia; Complicações Infecciosas na Gravidez/prevenção &amp; controle; Adulto Jovem","US","https://dx.doi.org/10.1371/journal.pone.0100741","BACKGROUND: Prevention of mother-to-child transmission of HIV (PMTCT) programs can greatly reduce the vertical transmission rate (VTR) of HIV, and Malawi is expanding PMTCT access by offering HIV-infected pregnant women life-long antiretroviral therapy (Option B+). There is currently no empirical data on the effectiveness of Malawian PMTCT programs. This study describes a surveillance approach to obtain population-based estimates of the VTR of infants <3 months of age in Malawi immediately after the adoption of Option B+. METHODS AND FINDINGS: A sample of caregivers and infants <3 months from 53 randomly chosen immunization clinics in 4 districts were enrolled. Infant dried blood spot (DBS) samples were tested for HIV exposure with an antibody test to determine maternal seropositivity. Positive samples were further tested using DNA PCR to determine infant infection status and VTR. Caregivers were surveyed about maternal receipt of PMTCT services. Of the 5,068 DBS samples, 764 were ELISA positive indicating 15.1% (14.1-16.1%) of mothers were HIV-infected and passed antibodies to their infant. Sixty-five of the ELISA-positive samples tested positive by DNA PCR, indicating a vertical transmission rate of 8.5% (6.6-10.7%). Survey data indicates 64.8% of HIV-infected mothers and 46.9% of HIV-exposed infants received some form of antiretroviral prophylaxis. Results do not include the entire breastfeeding period which extends to almost 2 years in Malawi. CONCLUSIONS: The observed VTR was lower than expected given earlier modeled estimates, suggesting that Malawi's PMTCT program has been successful at averting perinatal HIV transmission. Challenges to full implementation of PMTCT remain, particularly around low reported antiretroviral prophylaxis. This approach is a useful surveillance tool to assess changes in PMTCT effectiveness as Option B+ is scaled-up, and can be expanded to track programming effectiveness for young infants over time in Malawi and elsewhere.",20140627,9,6,10.1371/journal.pone.0100741,1932-6203
"mdl-24837152","Regulatory T cells: new keys for further unlocking the enigma of fetal tolerance and pregnancy complications.","Jiang, Tony T; Chaturvedi, Vandana; Ertelt, James M; Kinder, Jeremy M; Clark, Dayna R; Valent, Amy M; Xin, Lijun; Way, Sing Sing","J Immunol;192(11): 4949-56, 2014 Jun 01. ","J Immunol","MEDLINE","article","en","2014","Antígenos/imunologia; Tolerância Imunológica; Complicações na Gravidez/imunologia; Linfócitos T Reguladores/imunologia; Animais; Feminino; Humanos; Gravidez; Complicações na Gravidez/patologia; Linfócitos T Reguladores/patologia","US","https://dx.doi.org/10.4049/jimmunol.1400498","The immunological alterations required for successful pregnancy in eutherian placental mammals have remained a scientific enigma since the discovery of MHC haplotype diversity and unique immune signatures among individuals. Within the past 10 years, accumulating data suggest that immune-suppressive regulatory T cells (Tregs) confer essential protective benefits in sustaining tolerance to the semiallogeneic fetus during pregnancy, along with their more established roles in maintaining tolerance to self and ""extended self"" commensal Ags that averts autoimmunity. Reciprocally, many human pregnancy complications stemming from inadequacies in fetal tolerance have been associated with defects in maternal Tregs. Thus, further elucidating the immunological shifts during pregnancy not only have direct translational implications for improving perinatal health, they have enormous potential for unveiling new clues about how Tregs work in other biological contexts. In this article, epidemiological data in human pregnancy and complementary animal studies implicating a pivotal protective role for maternal Tregs are summarized.",20140520,192,11,10.4049/jimmunol.1400498,1550-6606
"mdl-24591663","Asthma in pregnancy: a hit for two.","Murphy, Vanessa E; Schatz, Michael","Eur Respir Rev;23(131): 64-8, 2014 Mar 01. ","Eur Respir Rev","MEDLINE","article","en","2014","Complicações na Gravidez; Antiasmáticos/uso terapêutico; Asma/diagnóstico; Asma/tratamento farmacológico; Asma/epidemiologia; Feminino; Humanos; Adesão à Medicação; Gravidez; Complicações na Gravidez/diagnóstico; Complicações na Gravidez/tratamento farmacológico; Complicações na Gravidez/epidemiologia; Medição de Risco; Fatores de Risco; Índice de Gravidade de Doença; Resultado do Tratamento","GB","https://dx.doi.org/10.1183/09059180.00008313","Asthma commonly occurs in pregnant females, and recent data have outlined the risks of adverse perinatal outcomes among this population. There is an increased risk of low birth weight and small for gestational age, particularly among females with moderate-to-severe asthma and exacerbations during pregnancy. There is also an increased risk of preterm birth, especially with oral steroid use, a small but statistically significant increased risk of congenital malformations, particularly of cleft lip with or without cleft palate, and an increased risk of neonatal hospitalisation and death. Active management may reduce these risks, possibly through reductions in exacerbations. Additional reassuring data have been presented for asthma medication use, which support the benefits outweighing the risks of indicated asthma medication use in pregnancy. Viral infections are an important trigger of asthma exacerbations in pregnancy, and recent data provides possible immunological changes that may explain this. Poor medication adherence despite worsening asthma symptoms in pregnancy is a problem which continues to be demonstrated in the literature. Improving asthma control in pregnancy has the potential to improve not only the mother's health but also that of her child.",20140305,23,131,10.1183/09059180.00008313,1600-0617
"mdl-24574739","Helicobacter pylori and pregnancy-related disorders.","Cardaropoli, Simona; Rolfo, Alessandro; Todros, Tullia","World J Gastroenterol;20(3): 654-64, 2014 Jan 21. ","World J Gastroenterol","MEDLINE","article","en","2014","Infecções por Helicobacter/microbiologia; Helicobacter pylori/patogenicidade; Complicações Infecciosas na Gravidez/microbiologia; Feminino; Infecções por Helicobacter/diagnóstico; Infecções por Helicobacter/tratamento farmacológico; Infecções por Helicobacter/imunologia; Infecções por Helicobacter/metabolismo; Infecções por Helicobacter/transmissão; Helicobacter pylori/imunologia; Humanos; Transmissão Vertical de Doenças Infecciosas; Gravidez; Complicações Infecciosas na Gravidez/diagnóstico; Complicações Infecciosas na Gravidez/tratamento farmacológico; Complicações Infecciosas na Gravidez/imunologia; Complicações Infecciosas na Gravidez/metabolismo; Prognóstico; Fatores de Risco","US","https://dx.doi.org/10.3748/wjg.v20.i3.654","Helicobacter pylori (H. pylori) infection is investigated in gastric diseases even during pregnancy. In particular, this Gram-negative bacterium seems to be associated with hyperemesis gravidarum, a severe form of nausea and vomiting during pregnancy. During the last decade, the relationship among H. pylori and several extra-gastric diseases strongly emerged in literature. The correlation among H. pylori infection and pregnancy-related disorders was mainly focused on iron deficiency anemia, thrombocytopenia, fetal malformations, miscarriage, pre-eclampsia and fetal growth restriction. H. pylori infection may have a role in the pathogenesis of various pregnancy-related disorders through different mechanisms: depletion of micronutrients (iron and vitamin B12) in maternal anemia and fetal neural tube defects; local or systemic induction of pro-inflammatory cytokines release and oxidative stress in gastrointestinal disorders and pre-eclampsia; cross-reaction between specific anti-H. pylori antibodies and antigens localized in placental tissue and endothelial cells (pre-eclampsia, fetal growth restriction, miscarriage). Since H. pylori infection is most likely acquired before pregnancy, it is widely believed that hormonal and immunological changes occurring during pregnancy could activate latent H. pylori with a negative impact not only on maternal health (nutritional deficiency, organ injury, death), but also on the fetus (insufficient growth, malformation, death) and sometime consequences can be observed later in life. Another important issue addressed by investigators was to determine whether it is possible to transmit H. pylori infection from mother to child and whether maternal anti-H. pylori antibodies could prevent infant's infection. Studies on novel diagnostic and therapeutic methods for H. pylori are no less important, since these are particularly sensitive topics in pregnancy conditions. It could be interesting to study the possible correlation between H. pylori infection and other pregnancy-related diseases of unknown etiology, such as gestational diabetes mellitus, obstetric cholestasis and spontaneous preterm delivery. Since H. pylori infection is treatable, the demonstration of its causative role in pregnancy-related disorders will have important social-economic implications.",20140228,20,3,10.3748/wjg.v20.i3.654,2219-2840
"mdl-24390924","Early development of the gut microbiome and immune-mediated childhood disorders.","Li, Min; Wang, Mei; Donovan, Sharon M","Semin Reprod Med;32(1): 74-86, 2014 Jan. ","Semin Reprod Med","MEDLINE","article","en","2014","Trato Gastrointestinal/crescimento &amp; desenvolvimento; Trato Gastrointestinal/microbiologia; Doenças do Sistema Imunitário/microbiologia; Microbiota; Antibacterianos/farmacologia; Criança; Parto Obstétrico; Dieta; Feminino; Idade Gestacional; Humanos; Doenças do Sistema Imunitário/imunologia; Doenças do Sistema Imunitário/prevenção &amp; controle; Recém-Nascido; Microbiota/genética; Gravidez; Probióticos/uso terapêutico","US","https://dx.doi.org/10.1055/s-0033-1361825","The human gastrointestinal tract inhabits a complex microbial ecosystem that plays a vital role in host health through its contributions to nutrient synthesis and digestion, protection from pathogens, and promoting maturation of host innate and adapt immune systems. The development of gut microbiota primarily occurs during infancy and is influenced by multiple factors, including prenatal exposure; gestational age; mode of delivery; feeding type; pre-, pro-, and antibiotic use; and host genetics. In genetically susceptible individuals, changes in the gut microbiota induced by environmental factors may contribute to the development of immune-related disorders in childhood, including atopic diseases, inflammatory bowel disease, irritable bowel syndrome, and necrotizing enterocolitis. Pre- and probiotics may be useful in the prevention and treatment of some immune-related diseases by modulating gut microbiota and regulating host mucosal immune function. The review will discuss recent findings on the environmental factors that influence development of gut microbiota during infancy and its potential impact on some immune-related diseases in childhood. The use of pre- and probiotics for prevention and intervention of several important diseases in early life will also be reviewed.",20140107,32,1,10.1055/s-0033-1361825,1526-4564
"mdl-24183682","From goat colostrum to milk: physical, chemical, and immune evolution from partum to 90 days postpartum.","Sánchez-Macías, D; Moreno-Indias, I; Castro, N; Morales-Delanuez, A; Argüello, A","J Dairy Sci;97(1): 10-6, 2014. ","J Dairy Sci","MEDLINE","article","en","2014","Colostro/química; Colostro/imunologia; Leite/química; Leite/imunologia; Animais; Contagem de Células; Fenômenos Químicos; Quimosina/química; Gorduras na Dieta/análise; Proteínas na Dieta/análise; Feminino; Cabras; Hexosaminidases/metabolismo; Concentração de Íons de Hidrogênio; Imunoglobulina A/química; Imunoglobulina G/química; Imunoglobulina M/química; Lactação; Ácido Láctico/química; Lactose/química; Paridade; Período Pós-Parto; Gravidez","US","https://dx.doi.org/10.3168/jds.2013-6811","This study focused on the study of the changes originated in the milk from partum until d 90 of lactation. Ten multiparous Majorera goats, bred carefully under animal health standards, with a litter size of 2 kids (the average in this breed is 1.83 prolificacy) and similar gestation length (149 ± 1 d) were used. Goat kids were removed from their dams to avoid interferences with the study. Compositional content (fat, protein, and lactose) were measured, as well as some other properties, including pH, density, titratable acidity, ethanol stability, rennet clotting time, and somatic cell count. Moreover, immunity molecules (IgG, IgA, and IgM concentrations and chitotriosidase activity) received great attention. Fat and protein content were higher in the first days postpartum, whereas lactose content was lower. Density, titratable acidity, rennet clotting time, and somatic cell count decreased throughout the lactation period, whereas pH and ethanol stability increased. Relative to the immunological parameters, each measured parameter obtained its maximum level at d 0, showing the first milking as the choice to provide immunity to the newborn kids. On the other hand, this study might be used to establish what the best use is: processing or kid feeding.",20131105,97,1,10.3168/jds.2013-6811,1525-3198
