PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34517414","The expression and activity of Toll-like receptors in the preimplantation human embryo suggest a new role for innate immunity","Aboussahoud WS, Smith H, Stevens A, Wangsaputra I, Hunter HR, Kimber SJ, Seif MW, Brison DR.","Hum Reprod. 2021 Sep 18;36(10):2661-2675. doi: 10.1093/humrep/deab188.","Aboussahoud WS","Hum Reprod","2021","2021/09/13","PMC8450873","","10.1093/humrep/deab188"
"29356206","Survey of diagnostic and treatment practices for multiple sclerosis (MS) in Europe. Part 2: Progressive MS, paediatric MS, pregnancy and general management","Fernández O, Delvecchio M, Edan G, Fredrikson S, Giovannoni G, Hartung HP, Havrdova E, Kappos L, Pozzilli C, Soerensen PS, Tackenberg B, Vermersch P, Comi G.","Eur J Neurol. 2018 May;25(5):739-746. doi: 10.1111/ene.13581. Epub 2018 Feb 28.","Fernández O","Eur J Neurol","2018","2018/01/23","","","10.1111/ene.13581"
"30304689","The 10,000 Immunomes Project: Building a Resource for Human Immunology","Zalocusky KA, Kan MJ, Hu Z, Dunn P, Thomson E, Wiser J, Bhattacharya S, Butte AJ.","Cell Rep. 2018 Oct 9;25(2):513-522.e3. doi: 10.1016/j.celrep.2018.09.021.","Zalocusky KA","Cell Rep","2018","2018/10/11","PMC6263160","NIHMS1510155","10.1016/j.celrep.2018.09.021"
"26658365","Evaluation of the gingival inflammation in pregnancy and postpartum via 25-hydroxy-vitamin D3, prostaglandin E2 and TNF-α levels in saliva","Gümüş P, Öztürk VÖ, Bozkurt E, Emingil G.","Arch Oral Biol. 2016 Mar;63:1-6. doi: 10.1016/j.archoralbio.2015.11.018. Epub 2015 Nov 25.","Gümüş P","Arch Oral Biol","2016","2015/12/15","","","10.1016/j.archoralbio.2015.11.018"
"28109589","Effects of precalving body condition and prepartum feeding level on gene expression in circulating neutrophils","Crookenden MA, Walker CG, Heiser A, Murray A, Dukkipati VSR, Kay JK, Meier S, Moyes KM, Mitchell MD, Loor JJ, Roche JR.","J Dairy Sci. 2017 Mar;100(3):2310-2322. doi: 10.3168/jds.2016-12105. Epub 2017 Jan 18.","Crookenden MA","J Dairy Sci","2017","2017/01/23","","","10.3168/jds.2016-12105"
"27918564","Interleukin-33-induced expression of PIBF1 by decidual B cells protects against preterm labor","Huang B, Faucette AN, Pawlitz MD, Pei B, Goyert JW, Zhou JZ, El-Hage NG, Deng J, Lin J, Yao F, Dewar RS 3rd, Jassal JS, Sandberg ML, Dai J, Cols M, Shen C, Polin LA, Nichols RA, Jones TB, Bluth MH, Puder KS, Gonik B, Nayak NR, Puscheck E, Wei WZ, Cerutti A, Colonna M, Chen K.","Nat Med. 2017 Jan;23(1):128-135. doi: 10.1038/nm.4244. Epub 2016 Dec 5.","Huang B","Nat Med","2017","2016/12/06","PMC5512431","NIHMS878648","10.1038/nm.4244"
"25431458","Clinical and virological predictors of hepatic flares in pregnant women with chronic hepatitis B","Giles M, Visvanathan K, Lewin S, Bowden S, Locarnini S, Spelman T, Sasadeusz J.","Gut. 2015 Nov;64(11):1810-5. doi: 10.1136/gutjnl-2014-308211. Epub 2014 Nov 27.","Giles M","Gut","2015","2014/11/29","","","10.1136/gutjnl-2014-308211"
"26365313","A prospective cohort study of pulmonary function during pregnancy in women with and without asthma","Zairina E, Abramson MJ, McDonald CF, Rochford P, Nolan G, Stewart K, Paul E, Walker SP, George J.","J Asthma. 2016;53(2):155-63. doi: 10.3109/02770903.2015.1080268. Epub 2015 Sep 12.","Zairina E","J Asthma","2016","2015/09/15","","","10.3109/02770903.2015.1080268"
"30753969","Down-regulated Treg cells in exacerbated periodontal disease during pregnancy","Hays A, Duan X, Zhu J, Zhou W, Upadhyayula S, Shivde J, Song L, Wang H, Su L, Zhou X, Liang S.","Int Immunopharmacol. 2019 Apr;69:299-306. doi: 10.1016/j.intimp.2019.01.031. Epub 2019 Feb 10.","Hays A","Int Immunopharmacol","2019","2019/02/13","PMC6411422","NIHMS1521256","10.1016/j.intimp.2019.01.031"
"23070994","Pregnancy and the risk of rheumatoid arthritis in a highly predisposed North American Native population","Peschken CA, Robinson DB, Hitchon CA, Smolik I, Hart D, Bernstein CN, El-Gabalawy HS.","J Rheumatol. 2012 Dec;39(12):2253-60. doi: 10.3899/jrheum.120269. Epub 2012 Oct 15.","Peschken CA","J Rheumatol","2012","2012/10/17","","","10.3899/jrheum.120269"
"24053699","Nutrition in early life, immune-programming and allergies: the role of epigenetics","Amarasekera M, Prescott SL, Palmer DJ.","Asian Pac J Allergy Immunol. 2013 Sep;31(3):175-82.","Amarasekera M","Asian Pac J Allergy Immunol","2013","2013/09/24","","",""
"29176767","H1N1 influenza virus infection results in adverse pregnancy outcomes by disrupting tissue-specific hormonal regulation","Littauer EQ, Esser ES, Antao OQ, Vassilieva EV, Compans RW, Skountzou I.","PLoS Pathog. 2017 Nov 27;13(11):e1006757. doi: 10.1371/journal.ppat.1006757. eCollection 2017 Nov.","Littauer EQ","PLoS Pathog","2017","2017/11/28","PMC5720832","","10.1371/journal.ppat.1006757"
"29855344","Population-based trends and risk factors of early- and late-onset preeclampsia in Taiwan 2001-2014","You SH, Cheng PJ, Chung TT, Kuo CF, Wu HM, Chu PH.","BMC Pregnancy Childbirth. 2018 May 31;18(1):199. doi: 10.1186/s12884-018-1845-7.","You SH","BMC Pregnancy Childbirth","2018","2018/06/02","PMC5984409","","10.1186/s12884-018-1845-7"
"28946864","Impact of delivery mode on the colostrum microbiota composition","Toscano M, De Grandi R, Peroni DG, Grossi E, Facchin V, Comberiati P, Drago L.","BMC Microbiol. 2017 Sep 25;17(1):205. doi: 10.1186/s12866-017-1109-0.","Toscano M","BMC Microbiol","2017","2017/09/27","PMC5613475","","10.1186/s12866-017-1109-0"
"31192454","Maternal allergic asthma during pregnancy alters fetal lung and immune development in sheep: potential mechanisms for programming asthma and allergy","Wooldridge AL, Clifton VL, Moss TJM, Lu H, Jamali M, Agostino S, Muhlhausler BS, Morrison JL, De Matteo R, Wallace MJ, Bischof RJ, Gatford KL.","J Physiol. 2019 Aug;597(16):4251-4262. doi: 10.1113/JP277952. Epub 2019 Jul 3.","Wooldridge AL","J Physiol","2019","2019/06/14","","","10.1113/JP277952"
"25725110","Proinflammatory responses and higher IL-10 production by T cells correlate with protection against malaria during pregnancy and delivery outcomes","Requena P, Barrios D, Robinson LJ, Samol P, Umbers AJ, Wangnapi R, Ome-Kaius M, Rosanas-Urgell A, Mayor A, López M, de Lazzari E, Arévalo-Herrera M, Fernández-Becerra C, del Portillo H, Chitnis CE, Siba PM, Rogerson S, Mueller I, Bardají A, Menéndez C, Dobaño C.","J Immunol. 2015 Apr 1;194(7):3275-85. doi: 10.4049/jimmunol.1401038. Epub 2015 Feb 27.","Requena P","J Immunol","2015","2015/03/01","","","10.4049/jimmunol.1401038"
"29035013","Prebiotics for the prevention of allergies: A systematic review and meta-analysis of randomized controlled trials","Cuello-Garcia C, Fiocchi A, Pawankar R, Yepes-Nuñez JJ, Morgano GP, Zhang Y, Agarwal A, Gandhi S, Terracciano L, Schünemann HJ, Brozek JL.","Clin Exp Allergy. 2017 Nov;47(11):1468-1477. doi: 10.1111/cea.13042.","Cuello-Garcia C","Clin Exp Allergy","2017","2017/10/17","","","10.1111/cea.13042"
"28141782","Effect of Pregnancy on Interferon Gamma Release Assay and Tuberculin Skin Test Detection of Latent TB Infection Among HIV-Infected Women in a High Burden Setting","LaCourse SM, Cranmer LM, Matemo D, Kinuthia J, Richardson BA, Horne DJ, John-Stewart G.","J Acquir Immune Defic Syndr. 2017 May 1;75(1):128-136. doi: 10.1097/QAI.0000000000001298.","LaCourse SM","J Acquir Immune Defic Syndr","2017","2017/02/01","PMC5388595","NIHMS845094","10.1097/QAI.0000000000001298"
"30859748","Trajectories of class-switching-related egg and cow's milk allergen-specific immunoglobulin isotype formation and its modification by eczema with low- and high-affinity immunoglobulin E during early infancy","Irahara M, Shinahara W, Sugimoto M, Ogawa Y, Shitsukawa K, Kubota K, Yang L, Ohya Y, Saito H, Kagami S, Arisawa K, Kido H.","Immun Inflamm Dis. 2019 Jun;7(2):74-85. doi: 10.1002/iid3.245. Epub 2019 Mar 11.","Irahara M","Immun Inflamm Dis","2019","2019/03/13","PMC6485699","","10.1002/iid3.245"
"35625670","Pre- and Postnatal Vitamin D Status and Allergy Outcomes in Early Childhood","Rueter K, Siafarikas A, Palmer DJ, Prescott SL.","Biomedicines. 2022 Apr 19;10(5):933. doi: 10.3390/biomedicines10050933.","Rueter K","Biomedicines","2022","2022/05/28","PMC9139153","","10.3390/biomedicines10050933"
"30636277","The Australasian Society of Clinical Immunology and Allergy infant feeding for allergy prevention guidelines","Joshi PA, Smith J, Vale S, Campbell DE.","Med J Aust. 2019 Feb;210(2):89-93. doi: 10.5694/mja2.12102. Epub 2019 Jan 13.","Joshi PA","Med J Aust","2019","2019/01/14","","","10.5694/mja2.12102"
"31443415","Perinatal Whole Blood Zinc Status and Cytokines, Adipokines, and Other Immune Response Proteins","Kyvsgaard JN, Ellervik C, Lindkvist EB, Pipper CB, Pociot F, Svensson J, Thorsen SU.","Nutrients. 2019 Aug 22;11(9):1980. doi: 10.3390/nu11091980.","Kyvsgaard JN","Nutrients","2019","2019/08/25","PMC6769600","","10.3390/nu11091980"
"24180253","Cytokine response to pregnancy-associated recrudescence of Plasmodium berghei infection in mice with pre-existing immunity to malaria","Megnekou R, Staalsoe T, Hviid L.","Malar J. 2013 Nov 1;12:387. doi: 10.1186/1475-2875-12-387.","Megnekou R","Malar J","2013","2013/11/05","PMC4228397","","10.1186/1475-2875-12-387"
"32096487","[Pathomorphological features of the placentas and the placental sites after in vitro fertilization with a donor egg]","Kogan EA, Rudenko EE, Demura TA, Zharkov NV, Trifonova NS, Bayanova S.","Arkh Patol. 2020;82(1):23-29. doi: 10.17116/patol20208201123.","Kogan EA","Arkh Patol","2020","2020/02/26","","","10.17116/patol20208201123"
"30728087","Caesarean delivery, immune function and inflammation in early life among Ecuadorian infants and young children","Thompson AL.","J Dev Orig Health Dis. 2019 Oct;10(5):555-562. doi: 10.1017/S2040174419000047. Epub 2019 Feb 7.","Thompson AL","J Dev Orig Health Dis","2019","2019/02/08","PMC7058184","NIHMS1067091","10.1017/S2040174419000047"
"32891154","Microglial and peripheral immune priming is partially sexually dimorphic in adolescent mouse offspring exposed to maternal high-fat diet","Bordeleau M, Lacabanne C, Fernández de Cossío L, Vernoux N, Savage JC, González-Ibáñez F, Tremblay MÈ.","J Neuroinflammation. 2020 Sep 5;17(1):264. doi: 10.1186/s12974-020-01914-1.","Bordeleau M","J Neuroinflammation","2020","2020/09/06","PMC7487673","","10.1186/s12974-020-01914-1"
"35130363","Serial changes in two immune checkpoint receptors and ligands, Tim-3/Gal-9 and PD-1/PD-L1 in peripheral blood prior to miscarriage: Comparison with pregnancies resulting in a live birth","Zhang T, Zhao Y, Cheung WC, Gan YH, Huang L, Li M, Leung KT, Chung PW, Wang CC, Laird S, Chen X, Li TC.","Am J Reprod Immunol. 2022 May;87(5):e13524. doi: 10.1111/aji.13524. Epub 2022 Mar 13.","Zhang T","Am J Reprod Immunol","2022","2022/02/07","","","10.1111/aji.13524"
"26513380","The association of HLA-G and immune markers in recurrent miscarriages","Eskicioğlu F, Özdemir AT, Özdemir RB, Turan GA, Akan Z, Hasdemir SP.","J Matern Fetal Neonatal Med. 2016 Sep;29(18):3056-60. doi: 10.3109/14767058.2015.1114085. Epub 2015 Nov 30.","Eskicioğlu F","J Matern Fetal Neonatal Med","2016","2015/10/30","","","10.3109/14767058.2015.1114085"
"30408222","Allergen-specific IgE over time in women before, during and after pregnancy","Hedman AM, Lundholm C, Scheynius A, Alm J, Andolf E, Pershagen G, Almqvist C.","Allergy. 2019 Mar;74(3):625-628. doi: 10.1111/all.13662. Epub 2018 Dec 9.","Hedman AM","Allergy","2019","2018/11/09","","","10.1111/all.13662"
"33329403","Gestational Diabetes Is Uniquely Associated With Altered Early Seeding of the Infant Gut Microbiota","Soderborg TK, Carpenter CM, Janssen RC, Weir TL, Robertson CE, Ir D, Young BE, Krebs NF, Hernandez TL, Barbour LA, Frank DN, Kroehl M, Friedman JE.","Front Endocrinol (Lausanne). 2020 Nov 27;11:603021. doi: 10.3389/fendo.2020.603021. eCollection 2020.","Soderborg TK","Front Endocrinol (Lausanne)","2020","2020/12/17","PMC7729132","","10.3389/fendo.2020.603021"
"23913961","Intrauterine group A streptococcal infections are exacerbated by prostaglandin E2","Mason KL, Rogers LM, Soares EM, Bani-Hashemi T, Erb Downward J, Agnew D, Peters-Golden M, Weinberg JB, Crofford LJ, Aronoff DM.","J Immunol. 2013 Sep 1;191(5):2457-65. doi: 10.4049/jimmunol.1300786. Epub 2013 Aug 2.","Mason KL","J Immunol","2013","2013/08/06","PMC3750066","NIHMS491899","10.4049/jimmunol.1300786"
"34166453","Effects of maternal gestational diet, with or without methionine, on muscle transcriptome of Bos indicus-influenced beef calves following a vaccine-induced immunological challenge","Palmer EA, Peñagaricano F, Vedovatto M, Oliveira RA, Field SL, Laporta J, Moriel P.","PLoS One. 2021 Jun 24;16(6):e0253810. doi: 10.1371/journal.pone.0253810. eCollection 2021.","Palmer EA","PLoS One","2021","2021/06/24","PMC8224847","","10.1371/journal.pone.0253810"
"26493101","Marginal zone B cells emerge as a critical component of pregnancy well-being","Muzzio DO, Ziegler KB, Ehrhardt J, Zygmunt M, Jensen F.","Reproduction. 2016 Jan;151(1):29-37. doi: 10.1530/REP-15-0274. Epub 2015 Oct 22.","Muzzio DO","Reproduction","2016","2015/10/24","","","10.1530/REP-15-0274"
"32485016","CD25(+) FOXP3(+) and CD4(+) CD25(+) cells distribution in decidual departments of women with severe and mild pre-eclampsia: Comparison with healthy pregnancies","Orlovic Vlaho M, Tomic V, Vukojevic K, Vasilj A, Pejic R, Lesko J, Soljic V.","Am J Reprod Immunol. 2020 Sep;84(3):e13281. doi: 10.1111/aji.13281. Epub 2020 Jun 16.","Orlovic Vlaho M","Am J Reprod Immunol","2020","2020/06/03","","","10.1111/aji.13281"
"22820792","Antiretroviral treatment of adult HIV infection: 2012 recommendations of the International Antiviral Society-USA panel","Thompson MA, Aberg JA, Hoy JF, Telenti A, Benson C, Cahn P, Eron JJ, Günthard HF, Hammer SM, Reiss P, Richman DD, Rizzardini G, Thomas DL, Jacobsen DM, Volberding PA.","JAMA. 2012 Jul 25;308(4):387-402. doi: 10.1001/jama.2012.7961.","Thompson MA","JAMA","2012","2012/07/24","","","10.1001/jama.2012.7961"
"30252839","Filarial infection during pregnancy has profound consequences on immune response and disease outcome in children: A birth cohort study","Bal M, Ranjit M, Satapathy AK, Khuntia HK, Pati S.","PLoS Negl Trop Dis. 2018 Sep 25;12(9):e0006824. doi: 10.1371/journal.pntd.0006824. eCollection 2018 Sep.","Bal M","PLoS Negl Trop Dis","2018","2018/09/26","PMC6173457","","10.1371/journal.pntd.0006824"
"26084354","Maternal exposure to metals and persistent pollutants and cord blood immune system biomarkers","Ashley-Martin J, Levy AR, Arbuckle TE, Platt RW, Marshall JS, Dodds L.","Environ Health. 2015 Jun 18;14:52. doi: 10.1186/s12940-015-0046-3.","Ashley-Martin J","Environ Health","2015","2015/06/19","PMC4470054","","10.1186/s12940-015-0046-3"
"31065796","Survey of cellular immune responses to human cytomegalovirus infection in the microenvironment of the uterine-placental interface","Tabata T, Petitt M, Fang-Hoover J, Pereira L.","Med Microbiol Immunol. 2019 Aug;208(3-4):475-485. doi: 10.1007/s00430-019-00613-w. Epub 2019 May 7.","Tabata T","Med Microbiol Immunol","2019","2019/05/09","PMC6635015","NIHMS1532765","10.1007/s00430-019-00613-w"
"31292453","Decreased maternal serum acetate and impaired fetal thymic and regulatory T cell development in preeclampsia","Hu M, Eviston D, Hsu P, Mariño E, Chidgey A, Santner-Nanan B, Wong K, Richards JL, Yap YA, Collier F, Quinton A, Joung S, Peek M, Benzie R, Macia L, Wilson D, Ponsonby AL, Tang MLK, O'Hely M, Daly NL, Mackay CR, Dahlstrom JE; BIS Investigator Group, Vuillermin P, Nanan R.","Nat Commun. 2019 Jul 10;10(1):3031. doi: 10.1038/s41467-019-10703-1.","Hu M","Nat Commun","2019","2019/07/12","PMC6620275","","10.1038/s41467-019-10703-1"
"25024237","Risk of cardiovascular disease among postmenopausal women with prior pregnancy loss: the women's health initiative","Parker DR, Lu B, Sands-Lincoln M, Kroenke CH, Lee CC, O'Sullivan M, Park HL, Parikh N, Schenken RS, Eaton CB.","Ann Fam Med. 2014 Jul;12(4):302-9. doi: 10.1370/afm.1668.","Parker DR","Ann Fam Med","2014","2014/07/16","PMC4096466","","10.1370/afm.1668"
"28662050","Cord blood T cell subpopulations and associations with maternal cadmium and arsenic exposures","Nygaard UC, Li Z, Palys T, Jackson B, Subbiah M, Malipatlolla M, Sampath V, Maecker H, Karagas MR, Nadeau KC.","PLoS One. 2017 Jun 29;12(6):e0179606. doi: 10.1371/journal.pone.0179606. eCollection 2017.","Nygaard UC","PLoS One","2017","2017/06/30","PMC5491028","","10.1371/journal.pone.0179606"
"35610666","Sexually transmitted infection screening to prevent adverse birth and newborn outcomes: study protocol for a randomized-controlled hybrid-effectiveness trial","Medina-Marino A, Cleary S, Muzny CA, Taylor C, Tamhane A, Ngwepe P, Bezuidenhout C, Facente SN, Mlisana K, Peters RPH, Klausner JD.","Trials. 2022 May 24;23(1):441. doi: 10.1186/s13063-022-06400-y.","Medina-Marino A","Trials","2022","2022/05/24","PMC9128231","","10.1186/s13063-022-06400-y"
"31133672","Intermittent screening and treatment with dihydroartemisinin-piperaquine and intermittent preventive therapy with sulfadoxine-pyrimethamine have similar effects on malaria antibody in pregnant Malawian women","Teo A, Randall LM, Madanitsa M, Mwapasa V, Phiri LK, Khairallah C, Buffet C, Karahalios A, Narum DL, Kuile FOT, Rogerson SJ.","Sci Rep. 2019 May 27;9(1):7878. doi: 10.1038/s41598-019-44340-x.","Teo A","Sci Rep","2019","2019/05/29","PMC6536723","","10.1038/s41598-019-44340-x"
"22935024","Alterations in antibody subclass immune reactivity to trophoblast-derived fetal fibronectin and α2-macroglobulin in women with recurrent pregnancy loss","Saunders RD, Nakajima ST, Rai SN, Pan J, Gercel-Taylor C, Taylor DD.","Am J Reprod Immunol. 2012 Nov;68(5):438-49. doi: 10.1111/j.1600-0897.2012.01182.x. Epub 2012 Aug 31.","Saunders RD","Am J Reprod Immunol","2012","2012/09/01","","","10.1111/j.1600-0897.2012.01182.x"
"34768307","SARS-CoV-2 Antibody Response among Women Infected during Pregnancy","Buckley A, Mills A, Paul K, Raymond S, Mendu DR, DeBolt C, Rosenberg M, Wajnberg A, Szeto L, Cochrane E, Vieira L, Berkin J, Ferrera L, Stone J, Bianco A.","Am J Perinatol. 2022 May;39(7):707-713. doi: 10.1055/s-0041-1739469. Epub 2021 Nov 12.","Buckley A","Am J Perinatol","2022","2021/11/12","","","10.1055/s-0041-1739469"
"31071711","Pentraxin 3 in Noninvasively Obtained Cervical Fluid Samples from Pregnancies Complicated by Preterm Prelabor Rupture of Membranes","Janku P, Kacerovsky M, Zednikova B, Andrys C, Kolackova M, Drahosova M, Pliskova L, Zemlickova H, Gerychova R, Simetka O, Matlak P, Jacobsson B, Musilova I.","Fetal Diagn Ther. 2019;46(6):402-410. doi: 10.1159/000499482. Epub 2019 May 9.","Janku P","Fetal Diagn Ther","2019","2019/05/10","","","10.1159/000499482"
"28284980","The Kingston Allergy Birth Cohort: Exploring parentally reported respiratory outcomes through the lens of the exposome","North ML, Brook JR, Lee EY, Omana V, Daniel NM, Steacy LM, Evans GJ, Diamond ML, Ellis AK.","Ann Allergy Asthma Immunol. 2017 Apr;118(4):465-473. doi: 10.1016/j.anai.2017.01.002. Epub 2017 Mar 8.","North ML","Ann Allergy Asthma Immunol","2017","2017/03/13","","","10.1016/j.anai.2017.01.002"
"25065485","Prenatal maternal immune disruption and sex-dependent risk for psychoses","Goldstein JM, Cherkerzian S, Seidman LJ, Donatelli JA, Remington AG, Tsuang MT, Hornig M, Buka SL.","Psychol Med. 2014 Nov;44(15):3249-61. doi: 10.1017/S0033291714000683. Epub 2014 Mar 26.","Goldstein JM","Psychol Med","2014","2014/07/29","PMC4477534","NIHMS698865","10.1017/S0033291714000683"
"29428254","Animal models to study the impact of nutrition on the immune system of the transition cow","Dänicke S, Meyer U, Kersten S, Frahm J.","Res Vet Sci. 2018 Feb;116:15-27. doi: 10.1016/j.rvsc.2018.01.023. Epub 2018 Feb 2.","Dänicke S","Res Vet Sci","2018","2018/02/12","","","10.1016/j.rvsc.2018.01.023"
"31359762","Immunodeficiency at Antiretroviral Therapy Start: Five-Year Adult Data (2012-2017) Based on Evolving National Policies in Rural Mozambique","Arinze F, Gong W, Green AF, De Schacht C, Carlucci JG, Silva W, Claquin G, Tique JA, Stefanutto M, Graves E, Van Rompaey S, Alvim MFS, Tomo S, Moon TD, Wester CW.","AIDS Res Hum Retroviruses. 2020 Jan;36(1):39-47. doi: 10.1089/AID.2019.0043. Epub 2019 Sep 3.","Arinze F","AIDS Res Hum Retroviruses","2020","2019/07/31","","","10.1089/AID.2019.0043"
"31904357","Effects of single-dose antipurinergic therapy on behavioral and molecular alterations in the valproic acid-induced animal model of autism","Hirsch MM, Deckmann I, Santos-Terra J, Staevie GZ, Fontes-Dutra M, Carello-Collar G, Körbes-Rockenbach M, Brum Schwingel G, Bauer-Negrini G, Rabelo B, Gonçalves MCB, Corrêa-Velloso J, Naaldijk Y, Castillo ARG, Schneider T, Bambini-Junior V, Ulrich H, Gottfried C.","Neuropharmacology. 2020 May 1;167:107930. doi: 10.1016/j.neuropharm.2019.107930. Epub 2020 Jan 2.","Hirsch MM","Neuropharmacology","2020","2020/01/07","","","10.1016/j.neuropharm.2019.107930"
"26842664","Neuroinflammation and structural injury of the fetal ovine brain following intra-amniotic Candida albicans exposure","Ophelders DR, Gussenhoven R, Lammens M, Küsters B, Kemp MW, Newnham JP, Payne MS, Kallapur SG, Jobe AH, Zimmermann LJ, Kramer BW, Wolfs TG.","J Neuroinflammation. 2016 Feb 2;13:29. doi: 10.1186/s12974-016-0492-z.","Ophelders DR","J Neuroinflammation","2016","2016/02/05","PMC4739103","","10.1186/s12974-016-0492-z"
"26074658","The Expression of Notch/Notch Ligand, IL-35, IL-17, and Th17/Treg in Preeclampsia","Cao W, Wang X, Chen T, Zhu H, Xu W, Zhao S, Cheng X, Xia L.","Dis Markers. 2015;2015:316182. doi: 10.1155/2015/316182. Epub 2015 May 14.","Cao W","Dis Markers","2015","2015/06/16","PMC4446509","","10.1155/2015/316182"
"25888964","Herpes simplex virus encephalitis in pregnancy - a case report and review of reported patients in the literature","Dodd KC, Michael BD, Ziso B, Williams B, Borrow R, Krishnan A, Solomon T.","BMC Res Notes. 2015 Apr 1;8:118. doi: 10.1186/s13104-015-1071-6.","Dodd KC","BMC Res Notes","2015","2015/04/19","PMC4384383","","10.1186/s13104-015-1071-6"
"35304898","Maternal body mass index is associated with an altered immunological profile at 28 weeks of gestation","Rees A, Richards O, Allen-Kormylo A, Jones N, Thornton CA.","Clin Exp Immunol. 2022 Mar 19;208(1):114-28. doi: 10.1093/cei/uxac023. Online ahead of print.","Rees A","Clin Exp Immunol","2022","2022/03/19","PMC9113395","","10.1093/cei/uxac023"
"27093065","Maternal mid-pregnancy C-reactive protein and risk of autism spectrum disorders: the early markers for autism study","Zerbo O, Traglia M, Yoshida C, Heuer LS, Ashwood P, Delorenze GN, Hansen RL, Kharrazi M, Van de Water J, Yolken RH, Weiss LA, Croen LA.","Transl Psychiatry. 2016 Apr 19;6(4):e783. doi: 10.1038/tp.2016.46.","Zerbo O","Transl Psychiatry","2016","2016/04/20","PMC4872404","","10.1038/tp.2016.46"
"31043182","Association between prenatal maternal infection and disordered eating behaviours in adolescence: a UK population-based prospective birth cohort study","Solmi F, De Stavola BL, Khandaker GM, Bulik CM, Dalman C, Lewis G.","Psychol Med. 2020 Apr;50(6):927-935. doi: 10.1017/S0033291719000795. Epub 2019 May 2.","Solmi F","Psychol Med","2020","2019/05/03","PMC7191780","","10.1017/S0033291719000795"
"30123005","Each pregnancy linearly changes immune gene expression in the blood of healthy women compared with breast cancer patients","Lund E, Nakamura A, Snapkov I, Thalabard JC, Olsen KS, Holden L, Holden M.","Clin Epidemiol. 2018 Aug 6;10:931-940. doi: 10.2147/CLEP.S163208. eCollection 2018.","Lund E","Clin Epidemiol","2018","2018/08/21","PMC6084086","","10.2147/CLEP.S163208"
"25229165","In utero arsenic exposure and fetal immune repertoire in a US pregnancy cohort","Nadeau KC, Li Z, Farzan S, Koestler D, Robbins D, Fei DL, Malipatlolla M, Maecker H, Enelow R, Korrick S, Karagas MR.","Clin Immunol. 2014 Dec;155(2):188-97. doi: 10.1016/j.clim.2014.09.004. Epub 2014 Sep 16.","Nadeau KC","Clin Immunol","2014","2014/09/18","PMC4309995","NIHMS638563","10.1016/j.clim.2014.09.004"
"33040772","Targeting the perinatal diet to modulate the gut microbiota increases dietary variety and prebiotic and probiotic food intakes: results from a randomised controlled trial","Dawson SL, Mohebbi M, Craig JM, Dawson P, Clarke G, Tang ML, Jacka FN.","Public Health Nutr. 2021 Apr;24(5):1129-1141. doi: 10.1017/S1368980020003511. Epub 2020 Oct 12.","Dawson SL","Public Health Nutr","2021","2020/10/12","","","10.1017/S1368980020003511"
"35334923","Maternal Vitamin D Status Correlates to Leukocyte Antigenic Responses in Breastfeeding Infants","Newton DA, Baatz JE, Chetta KE, Walker PW, Washington RO, Shary JR, Wagner CL.","Nutrients. 2022 Mar 17;14(6):1266. doi: 10.3390/nu14061266.","Newton DA","Nutrients","2022","2022/03/26","PMC8952362","","10.3390/nu14061266"
"35994660","Maternal IL-33 critically regulates tissue remodeling and type 2 immune responses in the uterus during early pregnancy in mice","Valero-Pacheco N, Tang EK, Massri N, Loia R, Chemerinski A, Wu T, Begum S, El-Naccache DW, Gause WC, Arora R, Douglas NC, Beaulieu AM.","Proc Natl Acad Sci U S A. 2022 Aug 30;119(35):e2123267119. doi: 10.1073/pnas.2123267119. Epub 2022 Aug 22.","Valero-Pacheco N","Proc Natl Acad Sci U S A","2022","2022/08/22","PMC9436313","","10.1073/pnas.2123267119"
"35609792","Dual hit mouse model to examine the long-term effects of maternal immune activation and post-weaning social isolation on schizophrenia endophenotypes","Desbonnet L, Konkoth A, Laighneach A, McKernan D, Holleran L, McDonald C, Morris DW, Donohoe G, Kelly J.","Behav Brain Res. 2022 Jul 26;430:113930. doi: 10.1016/j.bbr.2022.113930. Epub 2022 May 21.","Desbonnet L","Behav Brain Res","2022","2022/05/24","","","10.1016/j.bbr.2022.113930"
"33564054","Identification of epigenetic memory candidates associated with gestational age at birth through analysis of methylome and transcriptional data","Kashima K, Kawai T, Nishimura R, Shiwa Y, Urayama KY, Kamura H, Takeda K, Aoto S, Ito A, Matsubara K, Nagamatsu T, Fujii T, Omori I, Shimizu M, Hyodo H, Kugu K, Matsumoto K, Shimizu A, Oka A, Mizuguchi M, Nakabayashi K, Hata K, Takahashi N.","Sci Rep. 2021 Feb 9;11(1):3381. doi: 10.1038/s41598-021-83016-3.","Kashima K","Sci Rep","2021","2021/02/10","PMC7873311","","10.1038/s41598-021-83016-3"
"23935191","Parental dietary fat intake alters offspring microbiome and immunity","Myles IA, Fontecilla NM, Janelsins BM, Vithayathil PJ, Segre JA, Datta SK.","J Immunol. 2013 Sep 15;191(6):3200-9. doi: 10.4049/jimmunol.1301057. Epub 2013 Aug 9.","Myles IA","J Immunol","2013","2013/08/13","PMC3831371","NIHMS509546","10.4049/jimmunol.1301057"
