PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26418583","Coexistence of Fetal Cardiac Malformation and Maternal Drug-Induced Lupus: Is Lamotrigine Safe?","Degirmencioglu H, Sari FN, Alyamac Dizdar E, Say B, Altug N, Uras N, Canpolat FE, Oguz SS.","Am J Ther. 2016 Sep-Oct;23(5):e1263-5. doi: 10.1097/MJT.0000000000000324.","Degirmencioglu H","Am J Ther","2016","2015/09/30","","","10.1097/MJT.0000000000000324"
"34053364","Pregnancy in patients with systemic lupus erythematosus after cyclophosphamide therapy","Sen M, Kurl A, Khosroshahi A.","Lupus. 2021 Aug;30(9):1509-1514. doi: 10.1177/09612033211021163. Epub 2021 May 30.","Sen M","Lupus","2021","2021/05/31","","","10.1177/09612033211021163"
"32115237","Maternal and perinatal outcomes of pregnancies in systemic lupus erythematosus: A nationwide population-based study","Chen YJ, Chang JC, Lai EL, Liao TL, Chen HH, Hung WT, Hsieh TY, Huang WN, Chen YH, Lin CH, Chen YM.","Semin Arthritis Rheum. 2020 Jun;50(3):451-457. doi: 10.1016/j.semarthrit.2020.01.014. Epub 2020 Feb 4.","Chen YJ","Semin Arthritis Rheum","2020","2020/03/03","","","10.1016/j.semarthrit.2020.01.014"
"23515603","Ethnic differences in the number of miscarriages, number of children, perceived family support and the impact of the disease on daily living in patients with systemic lupus erythematosus","Roussou E, Weerakoon A, Iacovou C, Ahmed K.","Clin Rheumatol. 2013 Aug;32(8):1223-8. doi: 10.1007/s10067-013-2234-2. Epub 2013 Mar 21.","Roussou E","Clin Rheumatol","2013","2013/03/22","","","10.1007/s10067-013-2234-2"
"33197369","Systemic lupus erythematosus during pregnancy is not associated with school performance in offspring - A Danish population-based study","Knudsen SS, Simard JF, Knudsen JS, Christensen J, Laursen TM, Deleuran BW, Bech BH.","Lupus. 2021 Feb;30(2):228-237. doi: 10.1177/0961203320973076. Epub 2020 Nov 16.","Knudsen SS","Lupus","2021","2020/11/16","","","10.1177/0961203320973076"
"33198562","Pulmonary hypertension associated with congenital heart block and neonatal lupus syndrome: A series of four cases","Maltret A, Morel N, Levy M, Evangelista M, Malekzadeh-Milani S, Barbet P, Costedoat-Chalumeau N, Bonnet D.","Lupus. 2021 Feb;30(2):307-314. doi: 10.1177/0961203320973073. Epub 2020 Nov 16.","Maltret A","Lupus","2021","2020/11/17","","","10.1177/0961203320973073"
"30255104","Fetal and Maternal Outcomes of Planned Pregnancy in Patients with Systemic Lupus Erythematosus: A Retrospective Multicenter Study","Chen D, Lao M, Zhang J, Zhan Y, Li W, Cai X, Zhan Z.","J Immunol Res. 2018 Sep 3;2018:2413637. doi: 10.1155/2018/2413637. eCollection 2018.","Chen D","J Immunol Res","2018","2018/09/27","PMC6140277","","10.1155/2018/2413637"
"30008450","Monitoring of Systemic Lupus Erythematosus Pregnancies: A Systematic Literature Review","McDonald EG, Bissonette L, Ensworth S, Dayan N, Clarke AE, Keeling S, Bernatsky S, Vinet E.","J Rheumatol. 2018 Oct;45(10):1477-1490. doi: 10.3899/jrheum.171023. Epub 2018 Jul 15.","McDonald EG","J Rheumatol","2018","2018/07/17","","","10.3899/jrheum.171023"
"26990620","Brief Report: Changes in Antiphospholipid Antibody Titers During Pregnancy: Effects on Pregnancy Outcomes","Yelnik CM, Porter TF, Branch DW, Laskin CA, Merrill JT, Guerra MM, Lockshin MD, Buyon JP, Petri M, Sammaritano LR, Stephenson MD, Kim MY, Salmon JE.","Arthritis Rheumatol. 2016 Aug;68(8):1964-9. doi: 10.1002/art.39668.","Yelnik CM","Arthritis Rheumatol","2016","2016/03/19","PMC5380363","NIHMS854592","10.1002/art.39668"
"28593703","Effect of ethnicity on clinical presentation and risk of antiphospholipid syndrome in Roma and Caucasian patients with systemic lupus erythematosus: a multicenter cross-sectional study","Manzano-Gamero V, Pardo-Cabello AJ, Vargas-Hitos JA, Zamora-Pasadas M, Navarrete-Navarrete N, Sabio JM, Jáimez-Gámiz L, Ríos-Fernandez R, Ortego-Centeno N, Ayala-Gutierrez MM, de Ramón E, Colodro-Ruíz A, Micó-Giner L, Castillo-Palma MJ, Robles-Marhuenda Á, Luna-Del Castillo JD, Jiménez-Alonso J; Spanish Autoimmune Diseases Study Group (GEAS).","Int J Rheum Dis. 2018 Nov;21(11):2028-2035. doi: 10.1111/1756-185X.13117. Epub 2017 Jun 7.","Manzano-Gamero V","Int J Rheum Dis","2018","2017/06/09","","","10.1111/1756-185X.13117"
"31311609","Pregnancy and lactation interfere with the response of autoimmunity to modulation of gut microbiota","Mu Q, Cabana-Puig X, Mao J, Swartwout B, Abdelhamid L, Cecere TE, Wang H, Reilly CM, Luo XM.","Microbiome. 2019 Jul 16;7(1):105. doi: 10.1186/s40168-019-0720-8.","Mu Q","Microbiome","2019","2019/07/18","PMC6635999","","10.1186/s40168-019-0720-8"
"31913524","Prediction of outcome in fetal autoimmune complete heart block","Sethi N, Krishnan A, Donofrio M.","Prenat Diagn. 2020 Apr;40(5):557-564. doi: 10.1002/pd.5637. Epub 2020 Feb 16.","Sethi N","Prenat Diagn","2020","2020/01/09","","","10.1002/pd.5637"
"35767895","New-onset Systemic Lupus Erythematosus in a Woman with Previous Lymphoma during Late Pregnancy: a case report and literature review","Jiang Q, Qi C, Yang L.","Iran J Immunol. 2022 Jun;19(2):213-217. doi: 10.22034/iji.2022.93584.2239.","Jiang Q","Iran J Immunol","2022","2022/06/29","","","10.22034/iji.2022.93584.2239"
"26293764","Serum Biomarkers of Inflammation, Fibrosis, and Cardiac Function in Facilitating Diagnosis, Prognosis, and Treatment of Anti-SSA/Ro-Associated Cardiac Neonatal Lupus","Saxena A, Izmirly PM, Han SW, Briassouli P, Rivera TL, Zhong H, Friedman DM, Clancy RM, Buyon JP.","J Am Coll Cardiol. 2015 Aug 25;66(8):930-9. doi: 10.1016/j.jacc.2015.06.1088.","Saxena A","J Am Coll Cardiol","2015","2015/08/22","PMC4545752","NIHMS705728","10.1016/j.jacc.2015.06.1088"
"28598777","No histologic evidence of foetal cardiotoxicity following exposure to maternal hydroxychloroquine","Friedman D, Lovig L, Halushka M, Clancy RM, Izmirly PM, Buyon JP.","Clin Exp Rheumatol. 2017 Sep-Oct;35(5):857-859. Epub 2017 Jun 6.","Friedman D","Clin Exp Rheumatol","2017","2017/06/10","PMC5657477","NIHMS914190",""
"24337244","Antiphospholipid syndrome in a young Nigerian girl presenting with gangrenous toes","Anakwue RC, Chijioke C, Mbah A, Onuh A, Okwara C.","Cardiovasc J Afr. 2013 Oct 23;24(9-10):e8-e11. doi: 10.5830/CVJA-2013-073.","Anakwue RC","Cardiovasc J Afr","2013","2013/12/17","","","10.5830/CVJA-2013-073"
"35389295","Lupus Pneumonitis: Case Report of a Rare Manifestation of Neonatal Lupus","Barreto Mota R, Santos NR, Éden P, Rodrigues M, Brito I, Soares H.","J Investig Med High Impact Case Rep. 2022 Jan-Dec;10:23247096221077815. doi: 10.1177/23247096221077815.","Barreto Mota R","J Investig Med High Impact Case Rep","2022","2022/04/07","PMC9016583","","10.1177/23247096221077815"
"26675254","Left Atrial Inexcitability in Children With Congenital Lupus-Induced Complete Atrioventricular Block","Abadir S, Fournier A, Vobecky SJ, Rohlicek CV, Romeo P, Khairy P.","J Am Heart Assoc. 2015 Dec 16;4(12):e002676. doi: 10.1161/JAHA.115.002676.","Abadir S","J Am Heart Assoc","2015","2015/12/18","PMC4845288","","10.1161/JAHA.115.002676"
"33140653","Catastrophic antiphospholipid syndrome associated with systemic lupus erythematosus: a case-based review","Garcia-Diaz J, Escudero-Salamanca M, Alvarez-Santana R, Espinola-Zavaleta N.","Future Cardiol. 2021 Sep;17(6):985-990. doi: 10.2217/fca-2020-0145. Epub 2020 Nov 3.","Garcia-Diaz J","Future Cardiol","2021","2020/11/03","","","10.2217/fca-2020-0145"
"27510605","Evaluation of phosphatidylserine-dependent antiprothrombin antibody testing for the diagnosis of antiphospholipid syndrome: results of an international multicentre study","Amengual O, Forastiero R, Sugiura-Ogasawara M, Otomo K, Oku K, Favas C, Delgado Alves J, Žigon P, Ambrožič A, Tomšič M, Ruiz-Arruza I, Ruiz-Irastorza G, Bertolaccini ML, Norman GL, Shums Z, Arai J, Murashima A, Tebo AE, Gerosa M, Meroni PL, Rodriguez-Pintó I, Cervera R, Swadzba J, Musial J, Atsumi T.","Lupus. 2017 Mar;26(3):266-276. doi: 10.1177/0961203316660203. Epub 2016 Aug 20.","Amengual O","Lupus","2017","2016/08/12","","","10.1177/0961203316660203"
"23432184","Neonatal lupus syndrome associated with ribonucleoprotein antibodies","Heelan K, Watson R, Collins SM.","Pediatr Dermatol. 2013 Jul-Aug;30(4):416-23. doi: 10.1111/pde.12088. Epub 2013 Feb 22.","Heelan K","Pediatr Dermatol","2013","2013/02/26","","","10.1111/pde.12088"
"26315754","Increased Risk of Autism Spectrum Disorders in Children Born to Women With Systemic Lupus Erythematosus: Results From a Large Population-Based Cohort","Vinet É, Pineau CA, Clarke AE, Scott S, Fombonne É, Joseph L, Platt RW, Bernatsky S.","Arthritis Rheumatol. 2015 Dec;67(12):3201-8. doi: 10.1002/art.39320.","Vinet É","Arthritis Rheumatol","2015","2015/08/29","","","10.1002/art.39320"
"32456015","Prepregnancy Endocrine, Autoimmune Disorders and the Risks of Gestational Hypertension-Preeclampsia in Primiparas: A Nationwide Population-Based Study in Taiwan","Pan ML, Chen LR, Tsao HM, Chen KH.","Int J Environ Res Public Health. 2020 May 22;17(10):3657. doi: 10.3390/ijerph17103657.","Pan ML","Int J Environ Res Public Health","2020","2020/05/28","PMC7277106","","10.3390/ijerph17103657"
"22247356","Morbidity, mortality, and organ damage in patients with antiphospholipid syndrome","Grika EP, Ziakas PD, Zintzaras E, Moutsopoulos HM, Vlachoyiannopoulos PG.","J Rheumatol. 2012 Mar;39(3):516-23. doi: 10.3899/jrheum.110800. Epub 2012 Jan 15.","Grika EP","J Rheumatol","2012","2012/01/17","","","10.3899/jrheum.110800"
"29689494","Angiogenic factors in pregnancies of women with antiphospholipid syndrome and systemic lupus erythematosus","Mayer-Pickel K, Stern C, Eberhard K, Lang U, Obermayer-Pietsch B, Cervar-Zivkovic M.","J Reprod Immunol. 2018 Jun;127:19-23. doi: 10.1016/j.jri.2018.04.002. Epub 2018 Apr 18.","Mayer-Pickel K","J Reprod Immunol","2018","2018/04/25","","","10.1016/j.jri.2018.04.002"
"26580581","Rare Presentation of Lupus Myocarditis With Acute Heart Failure-A Case Report","Malhotra G, Chua S, Kodumuri V, Sivaraman S, Ramdass P.","Am J Ther. 2016 Nov/Dec;23(6):e1952-e1955. doi: 10.1097/MJT.0000000000000295.","Malhotra G","Am J Ther","2016","2015/11/19","","","10.1097/MJT.0000000000000295"
"34985625","An Update on Antiphospholipid Syndrome","Xourgia E, Tektonidou MG.","Curr Rheumatol Rep. 2022 Jan 5;23(12):84. doi: 10.1007/s11926-021-01051-5.","Xourgia E","Curr Rheumatol Rep","2022","2022/01/05","","","10.1007/s11926-021-01051-5"
"22154710","Interaction of pregnancy and autoimmune rheumatic disease","Østensen M, Villiger PM, Förger F.","Autoimmun Rev. 2012 May;11(6-7):A437-46. doi: 10.1016/j.autrev.2011.11.013. Epub 2011 Dec 2.","Østensen M","Autoimmun Rev","2012","2011/12/14","","","10.1016/j.autrev.2011.11.013"
"35634952","Effects of Astragalus membranaceus on systemic lupus erythematosus in a mouse model of pregnancy","Chen HQ, Zhang N, Li CX, Zhang HX.","Immun Inflamm Dis. 2022 Jun;10(6):e624. doi: 10.1002/iid3.624.","Chen HQ","Immun Inflamm Dis","2022","2022/05/31","PMC9092001","","10.1002/iid3.624"
"27421217","Pregnancy and autoimmune connective tissue diseases","Marder W, Littlejohn EA, Somers EC.","Best Pract Res Clin Rheumatol. 2016 Feb;30(1):63-80. doi: 10.1016/j.berh.2016.05.002. Epub 2016 Jun 25.","Marder W","Best Pract Res Clin Rheumatol","2016","2016/07/17","PMC4947513","NIHMS793971","10.1016/j.berh.2016.05.002"
"24400546","[Serious organ damage and intractable clinical conditions in rheumatic and connective tissue disease--progress in pathophysiology and treatment. Topics: II. Clinical conditions special attention needed to be paid to; 5. Pregnancy in autoimmune rheumatic diseases]","Murakawa Y.","Nihon Naika Gakkai Zasshi. 2013 Oct 10;102(10):2645-52. doi: 10.2169/naika.102.2645.","Murakawa Y","Nihon Naika Gakkai Zasshi","2013","2014/01/10","","","10.2169/naika.102.2645"
"34785520","Complete heart block in neonatal lupus: a forgotten cause of fetal bradycardia","Bin S, Heng R, Im S.","BMJ Case Rep. 2021 Nov 16;14(11):e246747. doi: 10.1136/bcr-2021-246747.","Bin S","BMJ Case Rep","2021","2021/11/17","PMC8596036","","10.1136/bcr-2021-246747"
"22878255","Pregnancy and renal outcomes in lupus nephritis: an update and guide to management","Bramham K, Soh MC, Nelson-Piercy C.","Lupus. 2012 Oct;21(12):1271-83. doi: 10.1177/0961203312456893. Epub 2012 Aug 9.","Bramham K","Lupus","2012","2012/08/11","","","10.1177/0961203312456893"
"32562069","Moyamoya syndrome related to systemic lupus erythematosus developing during pregnancy: a case-based review","Tanaka R, Shimojima Y, Ueno KI, Takasone K, Ichikawa T, Kishida D, Sekijima Y.","Clin Rheumatol. 2020 Dec;39(12):3861-3867. doi: 10.1007/s10067-020-05246-6. Epub 2020 Jun 19.","Tanaka R","Clin Rheumatol","2020","2020/06/21","","","10.1007/s10067-020-05246-6"
"33328397","Systemic Lupus Erythematosus Complicated with Listeria Monocytogenes Infection in a Pregnant Woman","Morimoto M, Fujikawa K, Ide S, Akagi M, Fujiwara E, Mizokami A, Kawakami A.","Intern Med. 2021 May 15;60(10):1627-1630. doi: 10.2169/internalmedicine.5079-20. Epub 2020 Dec 15.","Morimoto M","Intern Med","2021","2020/12/17","PMC8188016","","10.2169/internalmedicine.5079-20"
"27457513","EULAR recommendations for women's health and the management of family planning, assisted reproduction, pregnancy and menopause in patients with systemic lupus erythematosus and/or antiphospholipid syndrome","Andreoli L, Bertsias GK, Agmon-Levin N, Brown S, Cervera R, Costedoat-Chalumeau N, Doria A, Fischer-Betz R, Forger F, Moraes-Fontes MF, Khamashta M, King J, Lojacono A, Marchiori F, Meroni PL, Mosca M, Motta M, Ostensen M, Pamfil C, Raio L, Schneider M, Svenungsson E, Tektonidou M, Yavuz S, Boumpas D, Tincani A.","Ann Rheum Dis. 2017 Mar;76(3):476-485. doi: 10.1136/annrheumdis-2016-209770. Epub 2016 Jul 25.","Andreoli L","Ann Rheum Dis","2017","2016/07/27","PMC5446003","","10.1136/annrheumdis-2016-209770"
"32880707","Effect of hydroxychloroquine on preeclampsia in lupus pregnancies: a propensity score-matched analysis and meta-analysis","Liu Y, Zhang Y, Wei Y, Yang H.","Arch Gynecol Obstet. 2021 Feb;303(2):435-441. doi: 10.1007/s00404-020-05762-5. Epub 2020 Sep 3.","Liu Y","Arch Gynecol Obstet","2021","2020/09/04","","","10.1007/s00404-020-05762-5"
"23622892","[Treatment of systemic lupus erythematosus: myths, certainties and doubts]","Ruiz-Irastorza G, Danza A, Khamashta M.","Med Clin (Barc). 2013 Dec 21;141(12):533-42. doi: 10.1016/j.medcli.2013.02.014. Epub 2013 Apr 23.","Ruiz-Irastorza G","Med Clin (Barc)","2013","2013/04/30","","","10.1016/j.medcli.2013.02.014"
"23057469","Neurodevelopment in children with and without congenital heart block born to anti-Ro/SSA-positive mothers","Skog A, Tingström J, Salomonsson S, Sonesson SE, Wahren-Herlenius M.","Acta Paediatr. 2013 Jan;102(1):40-6. doi: 10.1111/apa.12049. Epub 2012 Nov 1.","Skog A","Acta Paediatr","2013","2012/10/13","","","10.1111/apa.12049"
"24400543","[Serious organ damage and intractable clinical conditions in rheumatic and connective tissue disease--progress in pathophysiology and treatment. Topics: II. Clinical conditions special attention needed to be paid to; 2. Antiphospholipid syndrome]","Yasuda S.","Nihon Naika Gakkai Zasshi. 2013 Oct 10;102(10):2621-30. doi: 10.2169/naika.102.2621.","Yasuda S","Nihon Naika Gakkai Zasshi","2013","2014/01/10","","","10.2169/naika.102.2621"
"25733579","β2-Glycoprotein I/HLA class II complexes are novel autoantigens in antiphospholipid syndrome","Tanimura K, Jin H, Suenaga T, Morikami S, Arase N, Kishida K, Hirayasu K, Kohyama M, Ebina Y, Yasuda S, Horita T, Takasugi K, Ohmura K, Yamamoto K, Katayama I, Sasazuki T, Lanier LL, Atsumi T, Yamada H, Arase H.","Blood. 2015 Apr 30;125(18):2835-44. doi: 10.1182/blood-2014-08-593624. Epub 2015 Mar 2.","Tanimura K","Blood","2015","2015/03/04","PMC4424631","","10.1182/blood-2014-08-593624"
"23502076","Seronegative antiphospholipid syndrome","Nayfe R, Uthman I, Aoun J, Saad Aldin E, Merashli M, Khamashta MA.","Rheumatology (Oxford). 2013 Aug;52(8):1358-67. doi: 10.1093/rheumatology/ket126. Epub 2013 Mar 15.","Nayfe R","Rheumatology (Oxford)","2013","2013/03/19","","","10.1093/rheumatology/ket126"
"34196458","Central 22q11.2 deletion (LCR22 B-D) in a fetus with severe fetal growth restriction and a mother with severe systemic lupus erythematosus: Further evidence of CRKL haploinsufficiency in the pathogenesis of 22q11.2 deletion syndrome","Lin I, Afshar Y, Goldstein J, Grossman J, Grody WW, Quintero-Rivera F.","Am J Med Genet A. 2021 Oct;185(10):3042-3047. doi: 10.1002/ajmg.a.62346. Epub 2021 Jul 1.","Lin I","Am J Med Genet A","2021","2021/07/01","","","10.1002/ajmg.a.62346"
"34158288","Use of a screening questionnaire for systemic lupus erythematosus among pregnant women in a Mexican population","Lucero-Morales L, Romero-Diaz J, Copado-Mendoza DY, Zamora-Medina MDC, Acevedo-Gallegos S, Gallardo-Gaona JM, Velazquez-Torres B, Ramirez-Calvo JA, Camarena-Cabrera DM, Rodriguez-Sibaja MJ.","Lupus Sci Med. 2021 Jun;8(1):e000486. doi: 10.1136/lupus-2021-000486.","Lucero-Morales L","Lupus Sci Med","2021","2021/06/23","PMC8220513","","10.1136/lupus-2021-000486"
"27564656","Brief Report: Sex Ratio of Offspring Born to Women With Systemic Lupus Erythematosus or Rheumatoid Arthritis","Arkema EV, Askling J, Salmon JE, Simard JF.","Arthritis Rheumatol. 2017 Jan;69(1):143-147. doi: 10.1002/art.39843. Epub 2016 Dec 2.","Arkema EV","Arthritis Rheumatol","2017","2016/08/27","PMC5448309","NIHMS810507","10.1002/art.39843"
"32863006","Intersticial pneumonia as the first manifestation of lupus in a pregnant woman in the early stages of the disease","López-Bauzá Á, Rodríguez Suárez S, Rodríguez Portal JA.","Med Clin (Barc). 2021 Oct 8;157(7):350-352. doi: 10.1016/j.medcli.2020.07.017. Epub 2020 Aug 27.","López-Bauzá Á","Med Clin (Barc)","2021","2020/09/01","","","10.1016/j.medcli.2020.07.017"
"25729029","Second-to-fourth Digit Ratio in Systemic Lupus Erythematosus","Doe K, Nozawa K, Hirai T, Tsushima H, Hayashi E, Hiruma K, Ando S, Nakano S, Kon T, Amano H, Yamaji K, Tamura N, Takasaki Y.","J Rheumatol. 2015 May;42(5):826-8. doi: 10.3899/jrheum.140974. Epub 2015 Mar 1.","Doe K","J Rheumatol","2015","2015/03/03","","","10.3899/jrheum.140974"
"33685997","Activated low-density granulocytes in peripheral and intervillous blood and neutrophil inflammation in placentas from SLE pregnancies","Stockfelt M, Larsson G, Engström H, Puttonen H, Zetterberg H, Blennow K, Sjöwall C, Strevens H, Jönsen A, Bengtsson AA, Majczuk Sennström M, Zickert A, Svenungsson E, Gunnarsson I, Trysberg E, Jacobsson B, Hultgård Ekwall AK, Christenson K, Bylund J, Svensson MND, Lundell AC.","Lupus Sci Med. 2021 Mar;8(1):e000463. doi: 10.1136/lupus-2020-000463.","Stockfelt M","Lupus Sci Med","2021","2021/03/09","PMC7942245","","10.1136/lupus-2020-000463"
"25891380","Autoimmune connective tissue diseases","Østensen M, Cetin I.","Best Pract Res Clin Obstet Gynaecol. 2015 Jul;29(5):658-70. doi: 10.1016/j.bpobgyn.2015.03.003. Epub 2015 Mar 14.","Østensen M","Best Pract Res Clin Obstet Gynaecol","2015","2015/04/21","","","10.1016/j.bpobgyn.2015.03.003"
"28585599","Discordant disease expression of neonatal lupus erythematosus in twins","Mustafa F, Najam Y, Akbar MT, Ahmed TA.","J Pak Med Assoc. 2017 Jun;67(6):939-941.","Mustafa F","J Pak Med Assoc","2017","2017/06/07","","",""
"35014229","Risk of Pregnancy Complications and Low Birth Weight Offsprings in Korean Women With Rheumatic Diseases: A Nationwide Population-Based Study","Park JS, Chung MK, Lim H, Lee J, Lee CH.","J Korean Med Sci. 2022 Jan 10;37(2):e18. doi: 10.3346/jkms.2022.37.e18.","Park JS","J Korean Med Sci","2022","2022/01/11","PMC8748664","","10.3346/jkms.2022.37.e18"
"31655846","Causes and Factors Associated with Frequent Hospitalization in Chinese Patients with Systemic Lupus Erythematosus: An Ambispective Cohort Study","Liang H, Pan HF, Tao JH, Ye DQ.","Med Sci Monit. 2019 Oct 27;25:8061-8068. doi: 10.12659/MSM.919381.","Liang H","Med Sci Monit","2019","2019/10/28","PMC6833908","","10.12659/MSM.919381"
"34939871","Progressive muscle weakness and amyotrophy during pregnancy as the first manifestation of systemic lupus erythematosus: A case report and review of literature","Wang L, Wang D, Ruan Y, Chen X, Chen W, Li Z, Wang X.","Sci Prog. 2021 Oct;104(4):368504211050276. doi: 10.1177/00368504211050276.","Wang L","Sci Prog","2021","2021/12/23","","","10.1177/00368504211050276"
"35074193","Acute porphyric polyneuropathy in a pregnant patient with systemic lupus erythematosus","Parreira S, Viana PF, Antunes AP, Albuquerque L.","Neurologia (Engl Ed). 2022 Jan-Feb;37(1):76-77. doi: 10.1016/j.nrleng.2021.02.008.","Parreira S","Neurologia (Engl Ed)","2022","2022/01/25","","","10.1016/j.nrleng.2021.02.008"
"34998078","The effects of autoimmune rheumatic-related diseases on male reproductive health: A systematic review","Boussaid S, Makhlouf Y, Rekik S, Jammali S, Cheour E, Sahli H, Elleuch M, Ben Saad H.","J Reprod Immunol. 2022 Mar;150:103472. doi: 10.1016/j.jri.2021.103472. Epub 2022 Jan 3.","Boussaid S","J Reprod Immunol","2022","2022/01/08","","","10.1016/j.jri.2021.103472"
"32162838","Elective Termination of Pregnancy in Autoimmune Rheumatic Diseases: Experience From Two Databases","Lockshin MD, Guerra M, Salmon JE.","Arthritis Rheumatol. 2020 Aug;72(8):1325-1329. doi: 10.1002/art.41249. Epub 2020 Jun 17.","Lockshin MD","Arthritis Rheumatol","2020","2020/03/13","PMC7486237","NIHMS1576109","10.1002/art.41249"
"33055080","EULAR recommendations for a core data set for pregnancy registries in rheumatology","Meissner Y, Fischer-Betz R, Andreoli L, Costedoat-Chalumeau N, De Cock D, Dolhain RJEM, Forger F, Goll D, Molto A, Nelson-Piercy C, Özdemir R, Raio L, Rodríguez-García SC, Sciascia S, Wallenius M, Zbinden A, Zink A, Strangfeld A.","Ann Rheum Dis. 2021 Jan;80(1):49-56. doi: 10.1136/annrheumdis-2020-218356. Epub 2020 Oct 14.","Meissner Y","Ann Rheum Dis","2021","2020/10/15","PMC7788063","","10.1136/annrheumdis-2020-218356"
"23884264","Rupture of an unscarred uterus in a woman with long-term steroid treatment for systemic lupus erythematosus","Noh JJ, Park CH, Jo MH, Kwon JY.","Obstet Gynecol. 2013 Aug;122(2 Pt 2):472-475. doi: 10.1097/AOG.0b013e3182998fb6.","Noh JJ","Obstet Gynecol","2013","2013/07/26","","","10.1097/AOG.0b013e3182998fb6"
"28142291","Treatment of preeclampsia with hydroxychloroquine: a review","Abd Rahman R, DeKoninck P, Murthi P, Wallace EM.","J Matern Fetal Neonatal Med. 2018 Feb;31(4):525-529. doi: 10.1080/14767058.2017.1289511. Epub 2017 Feb 21.","Abd Rahman R","J Matern Fetal Neonatal Med","2018","2017/02/02","","","10.1080/14767058.2017.1289511"
"28624010","Lupus mastitis as a first manifestation of systemic disease: About two cases with a review of the literature","Voizard B, Lalonde L, Sanchez LM, Richard-Chesnay J, David J, Labelle M, El Khoury M, Trop I.","Eur J Radiol. 2017 Jul;92:124-131. doi: 10.1016/j.ejrad.2017.04.023. Epub 2017 May 6.","Voizard B","Eur J Radiol","2017","2017/06/19","","","10.1016/j.ejrad.2017.04.023"
"30565047","Clinical usefulness of serum levels of soluble fms-like tyrosine kinase 1/placental growth factor ratio to rule out preeclampsia in women with new-onset lupus nephritis during pregnancy","Hirashima C, Ogoyama M, Abe M, Shiraishi S, Sugase T, Niki T, Matsubara S, Ohkuchi A.","CEN Case Rep. 2019 May;8(2):95-100. doi: 10.1007/s13730-018-0373-7. Epub 2018 Dec 18.","Hirashima C","CEN Case Rep","2019","2018/12/20","PMC6450983","","10.1007/s13730-018-0373-7"
"34896061","Dramatically prolonged coagulation screening tests in a patient with positive lupus anticoagulant and monoclonal immunoglobulin M without bleeding manifestations","Miloš M, Marijančević D, Kozmar A, Anić B, Coen Herak D.","Clin Chim Acta. 2022 Jan 15;525:6-11. doi: 10.1016/j.cca.2021.11.027. Epub 2021 Dec 8.","Miloš M","Clin Chim Acta","2022","2021/12/13","","","10.1016/j.cca.2021.11.027"
"33795326","Ethnicity and Neonatal Lupus Erythematosus Manifestations Risk in a Large Multiethnic Cohort","Diaz T, Dominguez D, Jaeggi E, Knight AM, Laskin CA, Ng L, Silverio F, Silverman ED, Hiraki LT.","J Rheumatol. 2021 Sep;48(9):1417-1421. doi: 10.3899/jrheum.201338. Epub 2021 Apr 1.","Diaz T","J Rheumatol","2021","2021/04/02","","","10.3899/jrheum.201338"
"23463693","Comment on predictors of preterm birth in patients with mild systemic lupus erythematosus by Clowse et al","Rokutanda R, Kishimoto M, Deshpande GA, Yamaguchi K, Okada M.","Ann Rheum Dis. 2013 May;72(5):e2. doi: 10.1136/annrheumdis-2013-203411. Epub 2013 Mar 5.","Rokutanda R","Ann Rheum Dis","2013","2013/03/07","","","10.1136/annrheumdis-2013-203411"
"28051234","Neonatal lupus erythematosus with congenital heart block in twins","Gargouri L, Safi F, Maalej B, Mallek S, Turki F, Majdoub I, Akrout M, Abid D, Kamoun S, Mahfoudh A.","Tunis Med. 2016 Jul;94(7):401-404.","Gargouri L","Tunis Med","2016","2017/01/05","","",""
"23620552","The anti-phospholipid syndrome: 30 years in the forefront (1983-2013)","Cervera R, Espinosa G.","Rheumatology (Oxford). 2013 Aug;52(8):1347-8. doi: 10.1093/rheumatology/ket151. Epub 2013 Apr 25.","Cervera R","Rheumatology (Oxford)","2013","2013/04/27","","","10.1093/rheumatology/ket151"
"28542045","Massive Hemoptysis Through Endotracheal Tube During Emergency Cesarean Delivery: A Case Report and Literature Review","Ng VV, Shah MK, Oh TT, Ramanathan A, Suhitharan T.","A A Case Rep. 2017 Sep 1;9(5):133-135. doi: 10.1213/XAA.0000000000000547.","Ng VV","A A Case Rep","2017","2017/05/26","","","10.1213/XAA.0000000000000547"
"30134437","Managing lupus nephritis: A guide for nurse practitioners","Cadet MJ, Tucker L.","Nurse Pract. 2018 Sep;43(9):43-48. doi: 10.1097/01.NPR.0000544280.27880.fe.","Cadet MJ","Nurse Pract","2018","2018/08/23","","","10.1097/01.NPR.0000544280.27880.fe"
"31802766","Treatment of Libman-Sacks endocarditis by combination of warfarin and immunosuppressive therapy","Sonsöz MR, Tekin RD, Gül A, Buğra Z, Atılgan D.","Turk Kardiyol Dern Ars. 2019 Dec;47(8):687-690. doi: 10.5543/tkda.2019.29213.","Sonsöz MR","Turk Kardiyol Dern Ars","2019","2019/12/06","","","10.5543/tkda.2019.29213"
